,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre
0,Nat King Cole,13,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.937}","['jazz', 'pop', 'swing']",0.1,1951,1,100.8,4,4.800000000000001,Too Young,5,106.67,92,0.0,0.867,0.133,0.937,jazz
1,Tony Bennett,13,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9904000000000001}","['jazz', 'pop']",2.5,1951,2,131.4,6,4.800000000000001,Because Of You,5,89.75,101,0.0,0.67,0.33,0.9904000000000001,jazz
2,Rosemary Clooney,24,"{'neg': 0.0, 'neu': 0.98, 'pos': 0.02, 'compound': 0.6369}","['jazz', 'pop']",4.4,1951,4,317.7,14,5.6,Come On-a My House,15,79.26,220,0.0,0.98,0.02,0.6369,jazz
3,Mario Lanza,18,"{'neg': 0.059000000000000004, 'neu': 0.595, 'pos': 0.34600000000000003, 'compound': 0.9963000000000001}",[],2.1,1951,5,199.8,13,5.6,Be My Love,7,96.18,162,0.059000000000000004,0.595,0.34600000000000003,0.9963000000000001,none
4,Tony Bennett,12,"{'neg': 0.14200000000000002, 'neu': 0.724, 'pos': 0.134, 'compound': -0.3194}","['jazz', 'pop']",3.3,1951,7,168.3,9,6.800000000000001,"Cold, Cold Heart",3,93.14,145,0.14200000000000002,0.724,0.134,-0.3194,jazz
5,Perry Como,24,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.9756}","['country', 'jazz', 'pop', 'rock', 'swing']",-1.8,1951,8,144.0,4,4.0,If,15,117.16,142,0.0,0.842,0.158,0.9756,country
6,Patti Page,16,"{'neg': 0.053, 'neu': 0.596, 'pos': 0.35100000000000003, 'compound': 0.9948}","['country', 'pop']",2.9,1951,10,174.6,5,5.2,Tennessee Waltz,10,88.74,138,0.053,0.596,0.35100000000000003,0.9948,country
7,Frankie Laine,28,"{'neg': 0.125, 'neu': 0.768, 'pos': 0.107, 'compound': -0.6531}",[],1.7000000000000002,1951,11,208.8,16,4.0,Jezebel,22,91.78,160,0.125,0.768,0.107,-0.6531,none
8,Patti Page,13,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.9062}","['country', 'pop']",2.9,1951,14,139.5,20,5.2,Mockin' Bird Hill,1,88.74,109,0.0,0.892,0.108,0.9062,country
9,Frankie Laine,29,"{'neg': 0.042, 'neu': 0.866, 'pos': 0.092, 'compound': 0.9314}",[],2.9,1951,23,300.6,32,5.2,"Rose, Rose I Love You",9,88.74,232,0.042,0.866,0.092,0.9314,none
10,Perry Como,24,"{'neg': 0.052000000000000005, 'neu': 0.761, 'pos': 0.186, 'compound': 0.9783000000000001}","['country', 'jazz', 'pop', 'rock', 'swing']",0.5,1951,27,177.3,14,4.0,You're Just In Love,4,100.24,143,0.052000000000000005,0.761,0.186,0.9783000000000001,country
11,Les Baxter,15,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9904000000000001}",[],2.1,1951,30,131.4,7,4.4,Because Of You,8,90.77,101,0.0,0.67,0.33,0.9904000000000001,none
