,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Daniel Powter,65,"{'neg': 0.179, 'neu': 0.731, 'pos': 0.09, 'compound': -0.9918}",[],-0.7000000000000001,2006,1,423.9,18,4.0,Bad Day,44,108.7,389,0.179,0.731,0.09,-0.9918,none,0.599,0.785,-4.013,0.00336,0.151,0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,233640.0
1,Sean Paul,68,"{'neg': 0.027, 'neu': 0.8240000000000001, 'pos': 0.149, 'compound': 0.9972000000000001}","['pop', 'hip-hop/rnb']",0.9,2006,2,749.7,38,5.6,Temperature,44,104.64,671,0.027,0.8240000000000001,0.149,0.9972000000000001,pop,0.951,0.6,-4.675,0.0,0.0712,0k2GOhqsrxDTAbFFSdNJjT,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,218573.0
2,Nelly Furtado,89,"{'neg': 0.095, 'neu': 0.795, 'pos': 0.11, 'compound': 0.9549000000000001}","['folk', 'pop', 'rock']",0.9,2006,3,692.1,40,4.4,Promiscuous,62,99.23,601,0.095,0.795,0.11,0.9549000000000001,folk,0.795,0.978,-6.097,8.29e-05,0.143,47aQT2aV12TyilaoYi1NiD,https://api.spotify.com/v1/tracks/47aQT2aV12TyilaoYi1NiD,242200.0
3,James Blunt,30,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9973000000000001}",['rock'],0.9,2006,4,225.9,10,4.4,You're Beautiful,14,99.23,186,0.0,0.662,0.338,0.9973000000000001,rock,0.66,0.183,-15.238,0.928,0.119,7j6C8ITuzhA7GHmj2z9mSd,https://api.spotify.com/v1/tracks/7j6C8ITuzhA7GHmj2z9mSd,177066.0
4,Natasha Bedingfield,78,"{'neg': 0.105, 'neu': 0.844, 'pos': 0.051000000000000004, 'compound': -0.9626}","['pop', 'soul']",1.7000000000000002,2006,6,582.3,23,4.0,Unwritten,59,91.78,453,0.105,0.844,0.051000000000000004,-0.9626,pop,0.706,0.801,-6.333,0.0,0.0822,1D1nixOVWOxvNfWi0UD7VX,https://api.spotify.com/v1/tracks/1D1nixOVWOxvNfWi0UD7VX,259333.0
5,Gnarls Barkley,33,"{'neg': 0.132, 'neu': 0.71, 'pos': 0.157, 'compound': 0.7639}",['pop'],2.1,2006,7,255.6,19,4.4,Crazy,10,90.77,203,0.132,0.71,0.157,0.7639,pop,0.835,0.741,-1.609,0.0577,0.0826,2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/tracks/2N5zMZX7YeL1tico8oQxa9,182066.0
6,Chamillionaire,128,"{'neg': 0.20500000000000002, 'neu': 0.739, 'pos': 0.056, 'compound': -0.9995}",[],1.3,2006,8,1191.6,86,4.800000000000001,Ridin',79,98.21,1004,0.20500000000000002,0.739,0.056,-0.9995,none,0.788,0.798,-4.68,0.0,0.3,3kZoay4ANo86ehb6s4RwS9,https://api.spotify.com/v1/tracks/3kZoay4ANo86ehb6s4RwS9,303053.0
7,Justin Timberlake,117,"{'neg': 0.033, 'neu': 0.81, 'pos': 0.157, 'compound': 0.9984000000000001}","['disco', 'pop']",0.5,2006,9,793.8,18,4.0,Sexyback,117,100.24,679,0.033,0.81,0.157,0.9984000000000001,disco,0.967,0.583,-5.562,0.0,0.0519,0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,242733.0
8,Beyonce,89,"{'neg': 0.036000000000000004, 'neu': 0.847, 'pos': 0.117, 'compound': 0.9973000000000001}","['pop', 'hip-hop/rnb']",0.9,2006,10,901.8,25,5.6,Check on It,65,104.64,845,0.036000000000000004,0.847,0.117,0.9973000000000001,pop,0.519,0.884,-8.077,0.0,0.943,632ikkYPSHSHA5udZeuKvk,https://api.spotify.com/v1/tracks/632ikkYPSHSHA5udZeuKvk,76214.0
9,Mary J. Blige,61,"{'neg': 0.08, 'neu': 0.843, 'pos': 0.076, 'compound': -0.3286}",[],0.5,2006,11,603.9,23,5.2,Be Without You,31,105.66,542,0.08,0.843,0.076,-0.3286,none,0.724,0.705,-5.859,0.0,0.262,2YegxR5As7BeQuVp2U6pek,https://api.spotify.com/v1/tracks/2YegxR5As7BeQuVp2U6pek,246333.0
