,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre
10,Dexy's Midnight Runners,58,"{'neg': 0.089, 'neu': 0.866, 'pos': 0.045, 'compound': -0.9041}",[],2.9,1983,13,486.0,30,4.0,Come On Eileen,32,83.32,344,0.089,0.866,0.045,-0.9041,none
11,Bob Seger,37,"{'neg': 0.17200000000000001, 'neu': 0.736, 'pos': 0.092, 'compound': -0.9624}",[],0.5,1983,14,231.3,17,4.0,Shame On The Moon,14,100.24,190,0.17200000000000001,0.736,0.092,-0.9624,none
12,Sergio Mendes,43,"{'neg': 0.052000000000000005, 'neu': 0.8220000000000001, 'pos': 0.126, 'compound': 0.9633}",[],0.9,1983,16,305.1,22,4.4,Never Gonna Let You Go,14,99.23,258,0.052000000000000005,0.8220000000000001,0.126,0.9633,none
13,David Bowie,32,"{'neg': 0.082, 'neu': 0.85, 'pos': 0.068, 'compound': 0.296}","['pop', 'rock', 'soul']",1.3,1983,18,280.8,11,4.800000000000001,Let's Dance,51,98.21,244,0.082,0.85,0.068,0.296,pop
14,Golden Earring,70,"{'neg': 0.07, 'neu': 0.848, 'pos': 0.082, 'compound': 0.502}","['pop', 'rock']",1.3,1983,19,638.1,35,4.800000000000001,Twilight Zone,55,98.21,511,0.07,0.848,0.082,0.502,pop
15,Eddy Grant,48,"{'neg': 0.074, 'neu': 0.877, 'pos': 0.05, 'compound': -0.8316}",[],2.5,1983,22,440.1,24,4.800000000000001,Electric Avenue,32,89.75,347,0.074,0.877,0.05,-0.8316,none
16,Thomas Dolby,46,"{'neg': 0.031, 'neu': 0.8320000000000001, 'pos': 0.137, 'compound': 0.9842000000000001}",[],1.7000000000000002,1983,23,319.5,28,4.0,She Blinded Me With Science,21,91.78,249,0.031,0.8320000000000001,0.137,0.9842000000000001,none
17,Pretenders,26,"{'neg': 0.092, 'neu': 0.794, 'pos': 0.115, 'compound': 0.25}",['rock'],0.1,1983,26,216.0,9,4.800000000000001,Back On The Chain Gang,8,106.67,199,0.092,0.794,0.115,0.25,rock
18,Joe Cocker and Jennifer Warnes,32,"{'neg': 0.069, 'neu': 0.749, 'pos': 0.182, 'compound': 0.9847}",[],0.9,1983,27,265.5,12,4.4,Up Where We Belong,20,99.23,221,0.069,0.749,0.182,0.9847,none
19,Styx,73,"{'neg': 0.056, 'neu': 0.8160000000000001, 'pos': 0.128, 'compound': 0.9784}",['rock'],2.9,1983,28,515.7,46,4.0,Mr. Roboto,44,83.32,373,0.056,0.8160000000000001,0.128,0.9784,rock
20,Lionel Richie,47,"{'neg': 0.031, 'neu': 0.729, 'pos': 0.24, 'compound': 0.9968}","['pop', 'soul']",0.5,1983,29,293.4,15,4.0,You Are,22,100.24,255,0.031,0.729,0.24,0.9968,pop
21,After The Fire,64,"{'neg': 0.055, 'neu': 0.894, 'pos': 0.051000000000000004, 'compound': -0.5674}",[],0.9,1983,30,468.0,32,4.4,Der Kommissar,29,99.23,386,0.055,0.894,0.051000000000000004,-0.5674,none
22,Marvin Gaye,53,"{'neg': 0.017, 'neu': 0.742, 'pos': 0.241, 'compound': 0.9978}","['pop', 'hip-hop/rnb', 'soul']",2.1,1983,32,465.3,44,4.4,Sexual Healing,15,90.77,367,0.017,0.742,0.241,0.9978,pop
23,Human League,39,"{'neg': 0.008, 'neu': 0.5680000000000001, 'pos': 0.425, 'compound': 0.9988}","['electronic/dance', 'pop']",4.1,1983,33,300.6,26,4.0,(Keep Feeling) Fascination,42,74.86,207,0.008,0.5680000000000001,0.425,0.9988,electronic/dance
24,Culture Club,49,"{'neg': 0.019, 'neu': 0.8230000000000001, 'pos': 0.158, 'compound': 0.9941000000000001}",['pop'],2.1,1983,34,386.1,7,4.4,Time,35,90.77,304,0.019,0.8230000000000001,0.158,0.9941000000000001,pop
25,Men Without Hats,64,"{'neg': 0.069, 'neu': 0.6880000000000001, 'pos': 0.243, 'compound': 0.9976}","['alternative/indie', 'electronic/dance', 'pop']",2.1,1983,35,540.0,16,4.4,The Safety Dance,41,90.77,425,0.069,0.6880000000000001,0.243,0.9976,alternative/indie
26,Toni Basil,61,"{'neg': 0.043000000000000003, 'neu': 0.748, 'pos': 0.209, 'compound': 0.9985}","['alternative/indie', 'electronic/dance', 'pop', 'rock']",1.7000000000000002,1983,36,630.9,16,5.2,Mickey,51,97.2,509,0.043000000000000003,0.748,0.209,0.9985,alternative/indie
27,Phil Collins,64,"{'neg': 0.074, 'neu': 0.634, 'pos': 0.293, 'compound': 0.9985}","['jazz', 'pop', 'rock']",0.5,1983,37,434.7,17,4.0,You Can't Hurry Love,36,100.24,356,0.074,0.634,0.293,0.9985,jazz
28,Journey,39,"{'neg': 0.134, 'neu': 0.5680000000000001, 'pos': 0.297, 'compound': 0.9952000000000001}",['rock'],0.5,1983,38,285.3,15,4.0,Separate Ways,26,100.24,232,0.134,0.5680000000000001,0.297,0.9952000000000001,rock
29,Daryl Hall and John Oates,23,"{'neg': 0.026000000000000002, 'neu': 0.8270000000000001, 'pos': 0.146, 'compound': 0.9469000000000001}",[],1.7000000000000002,1983,39,232.2,7,5.2,One On One,9,97.2,194,0.026000000000000002,0.8270000000000001,0.146,0.9469000000000001,none
30,Kenny Rogers,36,"{'neg': 0.089, 'neu': 0.833, 'pos': 0.077, 'compound': 0.5204}","['country', 'pop']",0.5,1983,40,241.2,16,4.0,We've Got Tonight,14,100.24,193,0.089,0.833,0.077,0.5204,country
31,Stray Cats,27,"{'neg': 0.112, 'neu': 0.786, 'pos': 0.10200000000000001, 'compound': -0.3257}",['rock'],0.1,1983,42,236.7,12,4.800000000000001,Stray Cat Strut,15,106.67,212,0.112,0.786,0.10200000000000001,-0.3257,rock
32,Billy Joel,34,"{'neg': 0.091, 'neu': 0.8250000000000001, 'pos': 0.084, 'compound': -0.1955}","['classical/soundtrack', 'pop', 'rock']",2.1,1983,43,283.5,30,4.4,Allentown,8,90.77,217,0.091,0.8250000000000001,0.084,-0.1955,classical/soundtrack
33,Stevie Nicks,37,"{'neg': 0.085, 'neu': 0.842, 'pos': 0.073, 'compound': -0.0036000000000000003}","['pop', 'rock']",-0.30000000000000004,1983,44,280.8,8,4.4,Stand Back,20,107.69,254,0.085,0.842,0.073,-0.0036000000000000003,pop
34,Billy Joel,66,"{'neg': 0.067, 'neu': 0.8260000000000001, 'pos': 0.107, 'compound': 0.975}","['classical/soundtrack', 'pop', 'rock']",0.9,1983,45,504.0,31,4.4,Tell Her About It,35,99.23,419,0.067,0.8260000000000001,0.107,0.975,classical/soundtrack
35,Lionel Richie,21,"{'neg': 0.013000000000000001, 'neu': 0.632, 'pos': 0.355, 'compound': 0.9958}","['pop', 'soul']",0.9,1983,47,156.6,9,4.4,Truly,3,99.23,136,0.013000000000000001,0.632,0.355,0.9958,pop
36,Don Henley,56,"{'neg': 0.127, 'neu': 0.8170000000000001, 'pos': 0.056, 'compound': -0.99}","['folk', 'rock']",1.7000000000000002,1983,48,552.6,18,5.2,Dirty Laundry,36,97.2,477,0.127,0.8170000000000001,0.056,-0.99,folk
37,Michael Jackson,58,"{'neg': 0.053, 'neu': 0.8200000000000001, 'pos': 0.127, 'compound': 0.9839}","['disco', 'pop', 'hip-hop/rnb', 'rock', 'soul']",2.1,1983,49,467.1,29,4.4,The Girl Is Mine,40,90.77,366,0.053,0.8200000000000001,0.127,0.9839,disco
38,Kajagoogoo,47,"{'neg': 0.34800000000000003, 'neu': 0.63, 'pos': 0.022, 'compound': -0.9948}","['electronic/dance', 'rock']",1.3,1983,50,254.7,13,3.6,Too Shy,52,92.8,193,0.34800000000000003,0.63,0.022,-0.9948,electronic/dance
39,Adam Ant,60,"{'neg': 0.054, 'neu': 0.889, 'pos': 0.057, 'compound': -0.44820000000000004}","['pop', 'rock']",2.1,1983,51,472.5,27,4.4,Goody Two Shoes,41,90.77,375,0.054,0.889,0.057,-0.44820000000000004,pop
40,Clash,57,"{'neg': 0.121, 'neu': 0.848, 'pos': 0.031, 'compound': -0.9755}",[],1.7000000000000002,1983,52,421.2,41,4.0,Rock The Casbah,30,91.78,332,0.121,0.848,0.031,-0.9755,none
41,Men At Work,35,"{'neg': 0.116, 'neu': 0.852, 'pos': 0.032, 'compound': -0.9444}","['pop', 'rock']",2.5,1983,54,238.5,20,3.6,Overkill,18,84.34,172,0.116,0.852,0.032,-0.9444,pop
42,Laura Branigan,44,"{'neg': 0.009000000000000001, 'neu': 0.9470000000000001, 'pos': 0.044, 'compound': 0.8569}",[],3.3,1983,56,367.2,34,4.4,Gloria,29,82.31,269,0.009000000000000001,0.9470000000000001,0.044,0.8569,none
43,Rick Springfield,57,"{'neg': 0.028, 'neu': 0.8310000000000001, 'pos': 0.14100000000000001, 'compound': 0.9877}",['rock'],-0.7000000000000001,1983,57,340.2,18,4.0,Affair Of The Heart,25,108.7,296,0.028,0.8310000000000001,0.14100000000000001,0.9877,rock
44,Tubes,39,"{'neg': 0.025, 'neu': 0.843, 'pos': 0.132, 'compound': 0.9787}",['rock'],-0.30000000000000004,1983,58,306.0,6,4.4,She's A Beauty,17,107.69,267,0.025,0.843,0.132,0.9787,rock
45,Laura Branigan,33,"{'neg': 0.155, 'neu': 0.756, 'pos': 0.089, 'compound': -0.9550000000000001}",[],3.7,1983,59,333.9,21,4.800000000000001,Solitaire,12,81.29,242,0.155,0.756,0.089,-0.9550000000000001,none
46,Styx,50,"{'neg': 0.059000000000000004, 'neu': 0.8210000000000001, 'pos': 0.121, 'compound': 0.9215000000000001}",['rock'],-0.7000000000000001,1983,60,288.0,20,4.0,Don't Let It End,16,108.7,256,0.059000000000000004,0.8210000000000001,0.121,0.9215000000000001,rock
47,Laura Branigan,35,"{'neg': 0.038, 'neu': 0.857, 'pos': 0.10400000000000001, 'compound': 0.9671000000000001}",[],1.3,1983,61,327.6,8,4.800000000000001,How Am I Supposed To Live Without You,19,98.21,278,0.038,0.857,0.10400000000000001,0.9671000000000001,none
48,David Bowie,31,"{'neg': 0.10300000000000001, 'neu': 0.838, 'pos': 0.059000000000000004, 'compound': -0.8879}","['pop', 'rock', 'soul']",0.9,1983,62,247.5,19,4.4,China Girl,12,99.23,208,0.10300000000000001,0.838,0.059000000000000004,-0.8879,pop
49,Kinks,42,"{'neg': 0.05, 'neu': 0.872, 'pos': 0.078, 'compound': 0.7254}","['pop', 'rock']",1.3,1983,63,412.2,36,4.800000000000001,Come Dancing,14,98.21,335,0.05,0.872,0.078,0.7254,pop
50,Little River Band,22,"{'neg': 0.038, 'neu': 0.903, 'pos': 0.06, 'compound': 0.4082}",[],0.9,1983,65,238.5,6,5.6,The Other Guy,10,104.64,212,0.038,0.903,0.06,0.4082,none
51,Air Supply,64,"{'neg': 0.043000000000000003, 'neu': 0.857, 'pos': 0.1, 'compound': 0.9846}","['pop', 'rock']",1.3,1983,66,592.2,28,4.800000000000001,Making Love Out Of Nothing At All,27,98.21,499,0.043000000000000003,0.857,0.1,0.9846,pop
52,Daryl Hall and John Oates,38,"{'neg': 0.156, 'neu': 0.776, 'pos': 0.068, 'compound': -0.9275}",[],1.3,1983,67,333.0,23,4.800000000000001,Family Man,17,98.21,271,0.156,0.776,0.068,-0.9275,none
53,Michael Jackson,144,"{'neg': 0.092, 'neu': 0.874, 'pos': 0.033, 'compound': -0.9959}","['disco', 'pop', 'hip-hop/rnb', 'rock', 'soul']",0.1,1983,68,1219.5,30,4.800000000000001,Wanna Be Startin' Somethin',106,106.67,1109,0.092,0.874,0.033,-0.9959,disco
54,Christopher Cross,57,"{'neg': 0.03, 'neu': 0.918, 'pos': 0.053, 'compound': 0.8505}",[],0.1,1983,70,477.0,9,4.800000000000001,All Right,39,106.67,422,0.03,0.918,0.053,0.8505,none
55,Bryan Adams,34,"{'neg': 0.029, 'neu': 0.8130000000000001, 'pos': 0.158, 'compound': 0.9807}",['rock'],-0.30000000000000004,1983,71,248.4,8,4.4,Straight From The Heart,13,107.69,230,0.029,0.8130000000000001,0.158,0.9807,rock
56,Kenny Loggins,80,"{'neg': 0.019, 'neu': 0.877, 'pos': 0.10400000000000001, 'compound': 0.9748}","['pop', 'rock']",0.1,1983,72,431.1,28,3.6,Heart To Heart,38,101.26,358,0.019,0.877,0.10400000000000001,0.9748,pop
57,Lionel Richie,25,"{'neg': 0.011, 'neu': 0.742, 'pos': 0.246, 'compound': 0.9946}","['pop', 'soul']",1.3,1983,73,225.9,14,4.800000000000001,My Love,13,98.21,186,0.011,0.742,0.246,0.9946,pop
58,Elton John,36,"{'neg': 0.065, 'neu': 0.592, 'pos': 0.343, 'compound': 0.9983000000000001}","['pop', 'rock']",2.1,1983,74,387.0,12,5.6,I'm Still Standing,21,96.18,332,0.065,0.592,0.343,0.9983000000000001,pop
59,Loverboy,59,"{'neg': 0.017, 'neu': 0.6990000000000001, 'pos': 0.28500000000000003, 'compound': 0.9986}",['rock'],0.5,1983,75,354.6,13,4.0,Hot Girls In Love,26,100.24,308,0.017,0.6990000000000001,0.28500000000000003,0.9986,rock
60,Men At Work,42,"{'neg': 0.244, 'neu': 0.6930000000000001, 'pos': 0.063, 'compound': -0.9894000000000001}","['pop', 'rock']",0.5,1983,76,288.0,19,4.0,It's A Mistake,20,100.24,232,0.244,0.6930000000000001,0.063,-0.9894000000000001,pop
61,Culture Club,59,"{'neg': 0.088, 'neu': 0.884, 'pos': 0.028, 'compound': -0.9451}",['pop'],-1.0,1983,77,308.7,16,3.6,I'll Tumble 4 Ya,51,109.72,272,0.088,0.884,0.028,-0.9451,pop
62,Debarge,61,"{'neg': 0.03, 'neu': 0.625, 'pos': 0.34500000000000003, 'compound': 0.9995}",[],0.9,1983,78,466.2,17,4.4,All This Love,25,99.23,394,0.03,0.625,0.34500000000000003,0.9995,none
63,Sammy Hagar,37,"{'neg': 0.091, 'neu': 0.556, 'pos': 0.354, 'compound': 0.9977}",['pop'],0.5,1983,79,252.9,15,4.0,Your Love Is Driving Me Crazy,20,100.24,210,0.091,0.556,0.354,0.9977,pop
64,Dionne Warwick,43,"{'neg': 0.151, 'neu': 0.7030000000000001, 'pos': 0.146, 'compound': -0.025}","['pop', 'hip-hop/rnb', 'rock', 'soul']",1.3,1983,80,378.0,21,4.800000000000001,Heartbreaker,20,98.21,319,0.151,0.7030000000000001,0.146,-0.025,pop
65,Journey,31,"{'neg': 0.052000000000000005, 'neu': 0.749, 'pos': 0.199, 'compound': 0.9776}",['rock'],1.3,1983,81,188.1,24,3.6,Faithfully,6,92.8,146,0.052000000000000005,0.749,0.199,0.9776,rock
66,Joe Jackson,37,"{'neg': 0.06, 'neu': 0.888, 'pos': 0.052000000000000005, 'compound': 0.35910000000000003}",[],0.5,1983,82,229.5,14,4.0,Steppin' Out,24,100.24,185,0.06,0.888,0.052000000000000005,0.35910000000000003,none
67,Stray Cats,33,"{'neg': 0.109, 'neu': 0.805, 'pos': 0.08600000000000001, 'compound': -0.7753}",['rock'],2.5,1983,84,423.0,22,6.0,(She's) Sexy + 17,13,95.17,357,0.109,0.805,0.08600000000000001,-0.7753,rock
68,Shalamar,43,"{'neg': 0.183, 'neu': 0.714, 'pos': 0.10300000000000001, 'compound': -0.9627}",[],2.1,1983,86,330.3,28,4.4,Dead Giveaway,16,90.77,261,0.183,0.714,0.10300000000000001,-0.9627,none
69,Jackson Browne,20,"{'neg': 0.08600000000000001, 'neu': 0.73, 'pos': 0.184, 'compound': 0.9601000000000001}",['folk'],2.5,1983,87,176.4,25,4.800000000000001,Lawyers In Love,3,89.75,140,0.08600000000000001,0.73,0.184,0.9601000000000001,folk
70,Moving Pictures,47,"{'neg': 0.046, 'neu': 0.8130000000000001, 'pos': 0.14100000000000001, 'compound': 0.969}",[],0.9,1983,88,354.6,22,4.4,What About Me,20,99.23,298,0.046,0.8130000000000001,0.14100000000000001,0.969,none
71,Michael Jackson,41,"{'neg': 0.007, 'neu': 0.908, 'pos': 0.085, 'compound': 0.9465}","['disco', 'pop', 'hip-hop/rnb', 'rock', 'soul']",-0.7000000000000001,1983,89,263.7,22,4.0,Human Nature,25,108.7,232,0.007,0.908,0.085,0.9465,disco
72,Def Leppard,41,"{'neg': 0.03, 'neu': 0.839, 'pos': 0.132, 'compound': 0.9654}",['rock'],3.3,1983,90,350.1,20,4.4,Photograph,25,82.31,258,0.03,0.839,0.132,0.9654,rock
73,Musical Youth,75,"{'neg': 0.037, 'neu': 0.8300000000000001, 'pos': 0.133, 'compound': 0.9963000000000001}",[],1.3,1983,91,691.2,19,4.800000000000001,Pass The Dutchie,53,98.21,598,0.037,0.8300000000000001,0.133,0.9963000000000001,none
74,Spandau Ballet,44,"{'neg': 0.015, 'neu': 0.77, 'pos': 0.216, 'compound': 0.9967}",['pop'],-0.30000000000000004,1983,92,338.4,14,4.4,TRUE,41,107.69,301,0.015,0.77,0.216,0.9967,pop
75,Eric Clapton,22,"{'neg': 0.093, 'neu': 0.842, 'pos': 0.065, 'compound': -0.4685}","['blues', 'pop', 'reggae', 'rock']",0.9,1983,94,245.7,20,5.6,I've Got A Rock 'N' Roll Heart,12,104.64,214,0.093,0.842,0.065,-0.4685,blues
76,Peabo Bryson,23,"{'neg': 0.035, 'neu': 0.633, 'pos': 0.332, 'compound': 0.997}",['soul'],2.5,1983,96,232.2,13,4.800000000000001,Tonight I Celebrate My Love,15,89.75,179,0.035,0.633,0.332,0.997,soul
77,Tom Petty and The Heartbreakers,23,"{'neg': 0.044, 'neu': 0.505, 'pos': 0.451, 'compound': 0.9984000000000001}",['rock'],-0.30000000000000004,1983,97,162.0,6,4.4,You Got Lucky,15,107.69,145,0.044,0.505,0.451,0.9984000000000001,rock
78,Joe Jackson,31,"{'neg': 0.076, 'neu': 0.864, 'pos': 0.06, 'compound': -0.2617}",[],0.1,1983,99,270.0,7,4.800000000000001,Breaking Us In Two,17,106.67,243,0.076,0.864,0.06,-0.2617,none
79,"Earth, Wind and Fire",67,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.9984000000000001}","['disco', 'jazz', 'hip-hop/rnb', 'soul']",-0.7000000000000001,1983,100,386.1,23,4.0,Fall In Love With Me,36,108.7,348,0.0,0.758,0.242,0.9984000000000001,disco
