,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre
10,Michael Jackson,66,"{'neg': 0.114, 'neu': 0.738, 'pos': 0.148, 'compound': 0.9343}","['disco', 'pop', 'hip-hop/rnb', 'rock', 'soul']",0.9,1992,14,502.2,36,4.4,Black Or White,28,99.23,428,0.114,0.738,0.148,0.9343,disco
11,Billy Ray Cyrus,32,"{'neg': 0.098, 'neu': 0.865, 'pos': 0.037, 'compound': -0.9628000000000001}",[],0.5,1992,15,305.1,14,5.2,Achy Breaky Heart,21,105.66,283,0.098,0.865,0.037,-0.9628000000000001,none
12,Mariah Carey,44,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.28200000000000003, 'compound': 0.9977}","['pop', 'hip-hop/rnb']",-0.7000000000000001,1992,16,283.5,10,4.0,I'll Be There,21,108.7,253,0.0,0.718,0.28200000000000003,0.9977,pop
13,Guns N' Roses,56,"{'neg': 0.07200000000000001, 'neu': 0.8230000000000001, 'pos': 0.105, 'compound': 0.9446}",['rock'],2.1,1992,17,478.8,26,4.4,November Rain,29,90.77,368,0.07200000000000001,0.8230000000000001,0.105,0.9446,rock
14,Tom Cochrane,54,"{'neg': 0.02, 'neu': 0.896, 'pos': 0.084, 'compound': 0.9721000000000001}","['country', 'rock']",2.1,1992,18,458.1,25,4.4,Life Is A Highway,25,90.77,366,0.02,0.896,0.084,0.9721000000000001,country
15,Michael Jackson,56,"{'neg': 0.005, 'neu': 0.851, 'pos': 0.14400000000000002, 'compound': 0.9961000000000001}","['disco', 'pop', 'hip-hop/rnb', 'rock', 'soul']",1.3,1992,19,496.8,17,4.800000000000001,Remember The Time,32,98.21,399,0.005,0.851,0.14400000000000002,0.9961000000000001,disco
16,CeCe Peniston,51,"{'neg': 0.025, 'neu': 0.842, 'pos': 0.133, 'compound': 0.9855}","['electronic/dance', 'pop']",0.9,1992,20,421.2,18,4.4,Finally,46,99.23,337,0.025,0.842,0.133,0.9855,electronic/dance
17,Madonna,3,"{'neg': 0.07, 'neu': 0.85, 'pos': 0.079, 'compound': 0.0772}","['electronic/dance', 'electronic/dance', 'pop']",6.0,1992,21,46.8,9,6.0,This Used To Be My Playground,0,69.79,32,0.07,0.85,0.079,0.0772,electronic/dance
18,Mariah Carey,31,"{'neg': 0.074, 'neu': 0.862, 'pos': 0.065, 'compound': 0.5943}","['pop', 'hip-hop/rnb']",0.1,1992,23,272.7,10,4.800000000000001,Can't Let Go,19,106.67,238,0.074,0.862,0.065,0.5943,pop
19,House Of Pain,77,"{'neg': 0.09, 'neu': 0.855, 'pos': 0.055, 'compound': -0.9754}",[],-0.30000000000000004,1992,24,576.0,35,4.4,Jump Around,38,107.69,506,0.09,0.855,0.055,-0.9754,none
20,George Michael,24,"{'neg': 0.083, 'neu': 0.749, 'pos': 0.168, 'compound': 0.9641000000000001}","['pop', 'rock']",2.5,1992,26,293.4,17,6.0,Don't Let The Sun Go Down On Me,11,95.17,246,0.083,0.749,0.168,0.9641000000000001,pop
21,Atlantic Starr,53,"{'neg': 0.02, 'neu': 0.638, 'pos': 0.342, 'compound': 0.9989}","['disco', 'pop']",0.5,1992,27,378.0,17,4.0,Masterpiece,28,100.24,310,0.02,0.638,0.342,0.9989,disco
22,Celine Dion,44,"{'neg': 0.008, 'neu': 0.931, 'pos': 0.061, 'compound': 0.9436}",['pop'],0.9,1992,28,365.4,22,4.4,If You Asked Me To,28,99.23,304,0.008,0.931,0.061,0.9436,pop
23,En Vogue,23,"{'neg': 0.037, 'neu': 0.758, 'pos': 0.20500000000000002, 'compound': 0.9828}",[],-0.30000000000000004,1992,29,174.6,15,4.4,Giving Him Something He Can Feel,4,107.69,156,0.037,0.758,0.20500000000000002,0.9828,none
24,Nirvana,42,"{'neg': 0.178, 'neu': 0.664, 'pos': 0.157, 'compound': 0.5076}","['pop', 'rock']",3.3,1992,32,344.7,20,4.4,Smells Like Teen Spirit,37,82.31,253,0.178,0.664,0.157,0.5076,pop
25,Bobby Brown,83,"{'neg': 0.109, 'neu': 0.735, 'pos': 0.157, 'compound': 0.9757}","['pop', 'hip-hop/rnb']",0.5,1992,33,592.2,34,4.0,Humpin' Around,50,100.24,490,0.109,0.735,0.157,0.9757,pop
26,Sophie B. Hawkins,65,"{'neg': 0.105, 'neu': 0.631, 'pos': 0.264, 'compound': 0.9984000000000001}","['pop', 'rock']",1.3,1992,34,622.8,44,4.800000000000001,Damn I Wish I Was Your Lover,37,98.21,519,0.105,0.631,0.264,0.9984000000000001,pop
27,Boyz II Men,20,"{'neg': 0.08, 'neu': 0.792, 'pos': 0.129, 'compound': 0.8287}","['pop', 'soul']",0.9,1992,37,150.3,8,4.4,It's So Hard To Say Goodbye To Yesterday,10,99.23,125,0.08,0.792,0.129,0.8287,pop
28,Technotronic,114,"{'neg': 0.08700000000000001, 'neu': 0.872, 'pos': 0.041, 'compound': -0.9118}",[],1.7000000000000002,1992,38,732.6,23,4.0,Move This,81,91.78,585,0.08700000000000001,0.872,0.041,-0.9118,none
29,Arrested Development,90,"{'neg': 0.108, 'neu': 0.8160000000000001, 'pos': 0.076, 'compound': -0.9471}",[],2.1,1992,40,786.6,63,4.4,Tennessee,43,90.77,607,0.108,0.8160000000000001,0.076,-0.9471,none
30,Luther Vandross,92,"{'neg': 0.02, 'neu': 0.682, 'pos': 0.298, 'compound': 0.9998}","['pop', 'soul']",1.3,1992,41,822.6,47,4.800000000000001,The Best Things In Life Are Free,29,98.21,708,0.02,0.682,0.298,0.9998,pop
31,Mariah Carey,71,"{'neg': 0.051000000000000004, 'neu': 0.864, 'pos': 0.08600000000000001, 'compound': 0.8454}","['pop', 'hip-hop/rnb']",0.5,1992,42,433.8,19,4.0,Make It Happen,47,100.24,369,0.051000000000000004,0.864,0.08600000000000001,0.8454,pop
32,Elton John,40,"{'neg': 0.112, 'neu': 0.708, 'pos': 0.18, 'compound': 0.9744}","['pop', 'rock']",2.1,1992,43,322.2,22,4.4,The One,23,90.77,246,0.112,0.708,0.18,0.9744,pop
33,P.M. Dawn,72,"{'neg': 0.058, 'neu': 0.806, 'pos': 0.136, 'compound': 0.991}",[],0.9,1992,44,581.4,49,4.4,Set Adrift On Memory Bliss,41,99.23,482,0.058,0.806,0.136,0.991,none
34,Shakespear's Sister,26,"{'neg': 0.042, 'neu': 0.764, 'pos': 0.194, 'compound': 0.9822000000000001}",['pop'],-0.30000000000000004,1992,45,170.1,8,4.4,Stay,8,107.69,156,0.042,0.764,0.194,0.9822000000000001,pop
35,Mint Condition,69,"{'neg': 0.014, 'neu': 0.858, 'pos': 0.128, 'compound': 0.9944000000000001}","['jazz', 'rock', 'soul']",2.1,1992,48,535.5,43,4.4,Breakin' My Heart,22,90.77,426,0.014,0.858,0.128,0.9944000000000001,jazz
36,P.M. Dawn,36,"{'neg': 0.253, 'neu': 0.713, 'pos': 0.034, 'compound': -0.9984000000000001}",[],3.3,1992,51,463.5,22,5.6,I'd Die Without You,12,87.72,352,0.253,0.713,0.034,-0.9984000000000001,none
37,Amy Grant,41,"{'neg': 0.033, 'neu': 0.647, 'pos': 0.32, 'compound': 0.9982000000000001}",[],-0.30000000000000004,1992,52,295.2,10,4.4,Good For Me,18,107.69,269,0.033,0.647,0.32,0.9982000000000001,none
38,Michael Bolton,29,"{'neg': 0.096, 'neu': 0.629, 'pos': 0.275, 'compound': 0.9925}","['pop', 'rock']",-0.30000000000000004,1992,54,223.2,13,4.4,When A Man Loves A Woman,7,107.69,202,0.096,0.629,0.275,0.9925,pop
39,Richard Marx,28,"{'neg': 0.114, 'neu': 0.8, 'pos': 0.08600000000000001, 'compound': -0.0258}",['pop'],1.3,1992,56,256.5,23,4.800000000000001,Hazard,10,98.21,209,0.114,0.8,0.08600000000000001,-0.0258,pop
40,U2,38,"{'neg': 0.032, 'neu': 0.744, 'pos': 0.224, 'compound': 0.9918}",[],1.3,1992,57,336.6,17,4.800000000000001,Mysterious Ways,14,98.21,272,0.032,0.744,0.224,0.9918,none
41,George Michael,53,"{'neg': 0.026000000000000002, 'neu': 0.746, 'pos': 0.228, 'compound': 0.9976}","['pop', 'rock']",2.1,1992,58,468.0,25,4.4,Too Funky,26,90.77,364,0.026000000000000002,0.746,0.228,0.9976,pop
42,Heights,26,"{'neg': 0.03, 'neu': 0.85, 'pos': 0.12, 'compound': 0.9583}",[],0.1,1992,59,226.8,4,4.800000000000001,How Do You Talk To An Angel,22,106.67,205,0.03,0.85,0.12,0.9583,none
43,U2,36,"{'neg': 0.073, 'neu': 0.77, 'pos': 0.156, 'compound': 0.985}",[],1.3,1992,60,328.5,24,4.800000000000001,One,12,98.21,265,0.073,0.77,0.156,0.985,none
44,CeCe Peniston,54,"{'neg': 0.055, 'neu': 0.916, 'pos': 0.029, 'compound': -0.6421}","['electronic/dance', 'pop']",-0.7000000000000001,1992,61,309.6,23,4.0,Keep On Walkin',24,108.7,276,0.055,0.916,0.029,-0.6421,electronic/dance
45,Kris Kross,72,"{'neg': 0.089, 'neu': 0.801, 'pos': 0.111, 'compound': 0.444}",[],0.5,1992,65,694.8,38,5.2,Warm It Up,32,105.66,616,0.089,0.801,0.111,0.444,none
46,Michael Jackson,85,"{'neg': 0.026000000000000002, 'neu': 0.881, 'pos': 0.093, 'compound': 0.9872000000000001}","['disco', 'pop', 'hip-hop/rnb', 'rock', 'soul']",1.3,1992,66,801.0,25,4.800000000000001,In The Closet,58,98.21,678,0.026000000000000002,0.881,0.093,0.9872000000000001,disco
47,Arrested Development,47,"{'neg': 0.108, 'neu': 0.785, 'pos': 0.107, 'compound': -0.372}",[],1.3,1992,67,443.7,48,4.800000000000001,People Everyday,16,98.21,368,0.108,0.785,0.107,-0.372,none
48,Marky Mark And The Funky Bunch,79,"{'neg': 0.117, 'neu': 0.742, 'pos': 0.14100000000000001, 'compound': 0.8477}",[],3.7,1992,69,777.6,100,4.800000000000001,Wildside,11,81.29,575,0.117,0.742,0.14100000000000001,0.8477,none
49,Bryan Adams,24,"{'neg': 0.044, 'neu': 0.615, 'pos': 0.34, 'compound': 0.9948}",['rock'],0.9,1992,70,175.5,14,4.4,Do I Have To Say The Words?,3,99.23,145,0.044,0.615,0.34,0.9948,rock
50,Paula Abdul,41,"{'neg': 0.112, 'neu': 0.66, 'pos': 0.229, 'compound': 0.988}",['pop'],0.5,1992,73,274.5,18,4.0,Blowing Kisses In The Wind,27,100.24,225,0.112,0.66,0.229,0.988,pop
51,Bryan Adams,49,"{'neg': 0.169, 'neu': 0.72, 'pos': 0.111, 'compound': -0.9672000000000001}",['rock'],0.9,1992,74,416.7,27,4.4,Thought I'd Died And Gone To Heaven,33,99.23,339,0.169,0.72,0.111,-0.9672000000000001,rock
52,Michael Bolton,42,"{'neg': 0.201, 'neu': 0.736, 'pos': 0.063, 'compound': -0.9911000000000001}","['pop', 'rock']",1.3,1992,77,356.4,22,4.800000000000001,Missing You Now,16,98.21,305,0.201,0.736,0.063,-0.9911000000000001,pop
53,N2Deep,55,"{'neg': 0.07100000000000001, 'neu': 0.842, 'pos': 0.08600000000000001, 'compound': 0.7623000000000001}",[],0.5,1992,78,545.4,66,5.2,Back To The Hotel,2,105.66,481,0.07100000000000001,0.842,0.08600000000000001,0.7623000000000001,none
54,Richard Marx,34,"{'neg': 0.08, 'neu': 0.851, 'pos': 0.069, 'compound': 0.09630000000000001}",['pop'],2.1,1992,81,280.8,12,4.4,Take This Heart,16,90.77,212,0.08,0.851,0.069,0.09630000000000001,pop
55,Firehouse,25,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.9773000000000001}",[],0.9,1992,82,183.6,11,4.4,When I Look Into Your Eyes,4,99.23,154,0.0,0.805,0.195,0.9773000000000001,none
56,Jade,44,"{'neg': 0.01, 'neu': 0.534, 'pos': 0.456, 'compound': 0.9994000000000001}",[],1.7000000000000002,1992,83,345.6,17,4.0,I Wanna Love You,32,91.78,262,0.01,0.534,0.456,0.9994000000000001,none
57,Boyz II Men,48,"{'neg': 0.027, 'neu': 0.8230000000000001, 'pos': 0.149, 'compound': 0.9926}","['pop', 'soul']",2.5,1992,84,449.1,39,4.800000000000001,Uhh Ahh,21,89.75,342,0.027,0.8230000000000001,0.149,0.9926,pop
58,Mary J. Blige,57,"{'neg': 0.01, 'neu': 0.598, 'pos': 0.392, 'compound': 0.9996}",[],1.3,1992,85,461.7,17,4.800000000000001,Real Love,24,98.21,399,0.01,0.598,0.392,0.9996,none
59,KLF,36,"{'neg': 0.065, 'neu': 0.6900000000000001, 'pos': 0.245, 'compound': 0.9944000000000001}","['electronic/dance', 'pop']",1.3,1992,86,313.2,10,4.800000000000001,Justified And Ancient,34,98.21,258,0.065,0.6900000000000001,0.245,0.9944000000000001,electronic/dance
60,Amy Grant,44,"{'neg': 0.021, 'neu': 0.708, 'pos': 0.272, 'compound': 0.9976}",[],0.5,1992,91,300.6,24,4.0,That's What Love Is For,20,100.24,250,0.021,0.708,0.272,0.9976,none
61,Richard Marx,25,"{'neg': 0.115, 'neu': 0.795, 'pos': 0.09, 'compound': -0.6896}",['pop'],0.5,1992,92,237.6,16,5.2,Keep Coming Back,10,105.66,210,0.115,0.795,0.09,-0.6896,pop
62,En Vogue,44,"{'neg': 0.076, 'neu': 0.783, 'pos': 0.14100000000000001, 'compound': 0.9763000000000001}",[],0.1,1992,93,386.1,21,4.800000000000001,Free Your Mind,34,106.67,337,0.076,0.783,0.14100000000000001,0.9763000000000001,none
63,Keith Sweat,30,"{'neg': 0.021, 'neu': 0.784, 'pos': 0.195, 'compound': 0.9896}",['hip-hop/rnb'],0.9,1992,94,230.4,22,4.4,Keep It Comin',10,99.23,192,0.021,0.784,0.195,0.9896,hip-hop/rnb
64,Mr. Big,22,"{'neg': 0.052000000000000005, 'neu': 0.856, 'pos': 0.093, 'compound': 0.9128000000000001}",[],1.7000000000000002,1992,95,220.5,16,5.2,Just Take My Heart,10,97.2,177,0.052000000000000005,0.856,0.093,0.9128000000000001,none
65,Amy Grant,29,"{'neg': 0.029, 'neu': 0.788, 'pos': 0.183, 'compound': 0.9843000000000001}",[],0.5,1992,96,213.3,17,4.0,I Will Remember You,10,100.24,172,0.029,0.788,0.183,0.9843000000000001,none
66,CeCe Peniston,41,"{'neg': 0.07100000000000001, 'neu': 0.577, 'pos': 0.352, 'compound': 0.9992000000000001}","['electronic/dance', 'pop']",0.5,1992,97,381.6,12,5.2,We Got A Love Thang,33,105.66,347,0.07100000000000001,0.577,0.352,0.9992000000000001,electronic/dance
67,Def Leppard,73,"{'neg': 0.045, 'neu': 0.893, 'pos': 0.062, 'compound': 0.8991}",['rock'],-0.30000000000000004,1992,98,581.4,41,4.4,Let's Get Rocked,36,107.69,510,0.045,0.893,0.062,0.8991,rock
68,Das EFX,72,"{'neg': 0.058, 'neu': 0.857, 'pos': 0.085, 'compound': 0.5087}",[],2.9,1992,99,814.5,107,5.2,They Want EFX,15,88.74,610,0.058,0.857,0.085,0.5087,none
69,Bonnie Raitt,22,"{'neg': 0.165, 'neu': 0.835, 'pos': 0.0, 'compound': -0.9838}","['folk', 'rock']",0.5,1992,100,205.2,7,5.2,I Can't Make You Love Me,9,105.66,182,0.165,0.835,0.0,-0.9838,folk
