,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound
35,Bryan Adams,47,"{'neg': 0.17300000000000001, 'neu': 0.709, 'pos': 0.11800000000000001, 'compound': -0.8555}",['rock'],-0.30000000000000004,1991,59,325.8,18,4.4,Can't Stop This Thing We Started,20,107.69,287,0.17300000000000001,0.709,0.11800000000000001,-0.8555
36,KLF,32,"{'neg': 0.009000000000000001, 'neu': 0.9480000000000001, 'pos': 0.044, 'compound': 0.7936000000000001}","['electronic/dance', 'pop']",0.5,1991,61,208.8,25,4.0,3 A.M. Eternal,9,100.24,172,0.009000000000000001,0.9480000000000001,0.044,0.7936000000000001
37,Michael Bolton,92,"{'neg': 0.11, 'neu': 0.52, 'pos': 0.37, 'compound': 0.9996}","['pop', 'rock']",1.7000000000000002,1991,62,681.3,18,4.0,"Time, Love And Tenderness",78,91.78,519,0.11,0.52,0.37,0.9996
38,LL Cool J,72,"{'neg': 0.059000000000000004, 'neu': 0.809, 'pos': 0.131, 'compound': 0.9945}",[],1.3,1991,64,704.7,63,4.800000000000001,Around The Way Girl,15,98.21,573,0.059000000000000004,0.809,0.131,0.9945
39,Styx,26,"{'neg': 0.064, 'neu': 0.782, 'pos': 0.154, 'compound': 0.9705}",['rock'],2.1,1991,68,276.3,22,5.6,Show Me The Way,12,96.18,236,0.064,0.782,0.154,0.9705
40,Mariah Carey,37,"{'neg': 0.182, 'neu': 0.637, 'pos': 0.181, 'compound': 0.8368}","['pop', 'hip-hop/rnb']",0.9,1991,69,281.7,18,4.4,Love Takes Time,17,99.23,231,0.182,0.637,0.181,0.8368
41,Rick Astley,71,"{'neg': 0.139, 'neu': 0.5720000000000001, 'pos': 0.289, 'compound': 0.9948}",['pop'],-2.2,1991,70,334.8,11,3.6,Cry For Help,40,118.18,324,0.139,0.5720000000000001,0.289,0.9948
42,UB40,52,"{'neg': 0.0, 'neu': 0.8240000000000001, 'pos': 0.176, 'compound': 0.997}","['pop', 'reggae']",0.1,1991,71,441.0,12,4.800000000000001,The Way You Do The Things You Do,42,106.67,409,0.0,0.8240000000000001,0.176,0.997
43,UB40,34,"{'neg': 0.024, 'neu': 0.8190000000000001, 'pos': 0.157, 'compound': 0.9871000000000001}","['pop', 'reggae']",1.3,1991,72,285.3,8,4.800000000000001,Here I Am,15,98.21,241,0.024,0.8190000000000001,0.157,0.9871000000000001
44,Tesla,38,"{'neg': 0.013000000000000001, 'neu': 0.916, 'pos': 0.07200000000000001, 'compound': 0.9461}",[],1.7000000000000002,1991,73,369.9,25,5.2,Signs,25,97.2,314,0.013000000000000001,0.916,0.07200000000000001,0.9461
45,Keith Sweat,49,"{'neg': 0.057, 'neu': 0.769, 'pos': 0.17400000000000002, 'compound': 0.9967}",['hip-hop/rnb'],2.5,1991,76,622.8,22,6.0,I'll Give All My Love To You,10,95.17,512,0.057,0.769,0.17400000000000002,0.9967
46,Michael W. Smith,46,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.08600000000000001, 'compound': 0.9514}","['pop', 'rock']",-1.0,1991,77,246.6,18,3.6,Place In This World,28,109.72,226,0.0,0.914,0.08600000000000001,0.9514
47,Poison,65,"{'neg': 0.11800000000000001, 'neu': 0.787, 'pos': 0.095, 'compound': -0.8547}",['rock'],2.1,1991,78,546.3,38,4.4,Something To Believe In,20,90.77,431,0.11800000000000001,0.787,0.095,-0.8547
48,Chris Issak,28,"{'neg': 0.166, 'neu': 0.61, 'pos': 0.224, 'compound': 0.9829}","['pop', 'rock']",2.1,1991,79,322.2,5,5.6,Wicked Game,26,96.18,268,0.166,0.61,0.224,0.9829
49,Oleta Adams,20,"{'neg': 0.074, 'neu': 0.8280000000000001, 'pos': 0.098, 'compound': -0.3391}",[],2.9,1991,80,270.9,16,6.4,Get Here,10,94.15,230,0.074,0.8280000000000001,0.098,-0.3391
50,Tevin Campbell,21,"{'neg': 0.018000000000000002, 'neu': 0.8170000000000001, 'pos': 0.165, 'compound': 0.982}","['pop', 'hip-hop/rnb']",0.9,1991,81,216.0,16,5.6,Round And Round,6,104.64,196,0.018000000000000002,0.8170000000000001,0.165,0.982
51,Queensryche,46,"{'neg': 0.055, 'neu': 0.806, 'pos': 0.139, 'compound': 0.9622}",[],0.9,1991,82,359.1,36,4.4,Silent Lucidity,10,99.23,296,0.055,0.806,0.139,0.9622
52,Jesus Jones,47,"{'neg': 0.013000000000000001, 'neu': 0.8170000000000001, 'pos': 0.17, 'compound': 0.9913000000000001}",[],-0.7000000000000001,1991,85,267.3,8,4.0,Real Real Real,33,108.7,253,0.013000000000000001,0.8170000000000001,0.17,0.9913000000000001
53,Aaron Neville,32,"{'neg': 0.20700000000000002, 'neu': 0.626, 'pos': 0.167, 'compound': -0.967}","['country', 'jazz', 'pop', 'soul']",4.1,1991,87,364.5,22,5.2,Everybody Plays The Fool,16,80.28,268,0.20700000000000002,0.626,0.167,-0.967
54,INXS,67,"{'neg': 0.30000000000000004, 'neu': 0.623, 'pos': 0.078, 'compound': -0.9969}","['pop', 'rock']",0.1,1991,90,375.3,24,3.6,Disappear,51,101.26,301,0.30000000000000004,0.623,0.078,-0.9969
55,Deee-Lite,64,"{'neg': 0.033, 'neu': 0.867, 'pos': 0.099, 'compound': 0.9753000000000001}",[],0.5,1991,91,452.7,44,4.0,Groove Is In The Heart,21,100.24,364,0.033,0.867,0.099,0.9753000000000001
56,Chesney Hawkes,40,"{'neg': 0.006, 'neu': 0.903, 'pos': 0.092, 'compound': 0.9694}",[],0.9,1991,93,303.3,19,4.4,The One And Only,22,99.23,248,0.006,0.903,0.092,0.9694
57,Naughty By Nature,81,"{'neg': 0.055, 'neu': 0.861, 'pos': 0.084, 'compound': 0.9541000000000001}",[],0.9,1991,94,894.6,84,5.6,O.P.P.,14,104.64,795,0.055,0.861,0.084,0.9541000000000001
58,George Michael,78,"{'neg': 0.039, 'neu': 0.774, 'pos': 0.187, 'compound': 0.9978}","['pop', 'rock']",0.9,1991,95,637.2,27,4.4,Freedom 90,20,99.23,523,0.039,0.774,0.187,0.9978
59,Salt-N-Pepa,50,"{'neg': 0.079, 'neu': 0.758, 'pos': 0.163, 'compound': 0.973}",[],0.1,1991,98,408.6,23,4.800000000000001,Do You Want Me,12,106.67,356,0.079,0.758,0.163,0.973
60,Rod Stewart,38,"{'neg': 0.042, 'neu': 0.8270000000000001, 'pos': 0.131, 'compound': 0.974}","['pop', 'rock']",1.7000000000000002,1991,99,375.3,30,5.2,The Motown Song,24,97.2,308,0.042,0.8270000000000001,0.131,0.974
