,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Puff Daddy,91,"{'neg': 0.095, 'neu': 0.781, 'pos': 0.124, 'compound': 0.9530000000000001}",['hip-hop/rnb'],1.7000000000000002,1997,3,673.2,44,4.0,I'll Be Missing You,37,91.78,538,0.095,0.781,0.124,0.9530000000000001,hip-hop/rnb,,,,,,,,
1,Toni Braxton,47,"{'neg': 0.154, 'neu': 0.677, 'pos': 0.17, 'compound': 0.708}",['pop'],0.9,1997,4,341.1,16,4.4,Un-Break My Heart,24,99.23,291,0.154,0.677,0.17,0.708,pop,0.625,0.426,-8.392,0.0,0.116,5Ihd9HrPvOADyVoonH9ZjB,https://api.spotify.com/v1/tracks/5Ihd9HrPvOADyVoonH9ZjB,270333.0
2,Puff Daddy,85,"{'neg': 0.097, 'neu': 0.8150000000000001, 'pos': 0.088, 'compound': -0.9546}",['hip-hop/rnb'],1.3,1997,5,808.2,86,4.800000000000001,Can't Nobody Hold Me Down,39,98.21,665,0.097,0.8150000000000001,0.088,-0.9546,hip-hop/rnb,,,,,,,,
3,R. Kelly,51,"{'neg': 0.0, 'neu': 0.9550000000000001, 'pos': 0.045, 'compound': 0.9304}","['hip-hop/rnb', 'pop', 'hip-hop/rnb', 'soul']",0.9,1997,6,391.5,10,4.4,I Believe I Can Fly,30,99.23,339,0.0,0.9550000000000001,0.045,0.9304,hip-hop/rnb,0.55,0.444,-7.588,0.0,0.187,2RzJwBCXsS1VnjDm2jKKAa,https://api.spotify.com/v1/tracks/2RzJwBCXsS1VnjDm2jKKAa,320667.0
4,En Vogue,57,"{'neg': 0.075, 'neu': 0.79, 'pos': 0.136, 'compound': 0.9843000000000001}",[],0.9,1997,7,455.4,24,4.4,Don't Let Go,40,99.23,393,0.075,0.79,0.136,0.9843000000000001,none,,,,,,,,
5,Mark Morrison,59,"{'neg': 0.10200000000000001, 'neu': 0.86, 'pos': 0.038, 'compound': -0.9851000000000001}",[],-0.7000000000000001,1997,8,499.5,12,5.2,Return Of The Mack,26,114.12,480,0.10200000000000001,0.86,0.038,-0.9851000000000001,none,0.715,0.833,-5.379,0.0,0.164,3jDdpx9PMlfMBS5tOBHFm9,https://api.spotify.com/v1/tracks/3jDdpx9PMlfMBS5tOBHFm9,213093.0
6,LeAnn Rimes,43,"{'neg': 0.059000000000000004, 'neu': 0.895, 'pos': 0.046, 'compound': 0.5258}","['country', 'pop']",0.9,1997,9,317.7,7,4.4,How Do I Live,19,99.23,274,0.059000000000000004,0.895,0.046,0.5258,country,0.577,0.462,-7.989,0.0,0.0822,7BD50ATrF3Vab5FQy7vtK8,https://api.spotify.com/v1/tracks/7BD50ATrF3Vab5FQy7vtK8,266973.0
7,Spice Girls,52,"{'neg': 0.067, 'neu': 0.728, 'pos': 0.20500000000000002, 'compound': 0.9967}",['pop'],2.1,1997,10,603.0,26,5.6,Wannabe,30,96.18,512,0.067,0.728,0.20500000000000002,0.9967,pop,0.768,0.864,-6.145,0.0,0.162,1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,173027.0
8,Backstreet Boys,48,"{'neg': 0.053, 'neu': 0.8300000000000001, 'pos': 0.117, 'compound': 0.9291}",['pop'],-0.7000000000000001,1997,11,280.8,17,4.0,Quit Playing Games,44,108.7,250,0.053,0.8300000000000001,0.117,0.9291,pop,0.8,0.875,-4.952,2.79e-06,0.13,1nRwyxNsqCLeA17qR8Nfxx,https://api.spotify.com/v1/tracks/1nRwyxNsqCLeA17qR8Nfxx,233533.0
9,Hanson,72,"{'neg': 0.037, 'neu': 0.859, 'pos': 0.105, 'compound': 0.9843000000000001}",[],-0.30000000000000004,1997,12,515.7,9,4.4,MMMBop,49,107.69,491,0.037,0.859,0.105,0.9843000000000001,none,0.683,0.937,-6.335,0.0046,0.07,0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/tracks/0lnxrQAd9ZxbhBBe7d8FO8,268653.0
