,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Rosemary Clooney,14,"{'neg': 0.073, 'neu': 0.732, 'pos': 0.195, 'compound': 0.9759000000000001}","['jazz', 'pop']",1.3,1952,6,161.1,6,6.0,Half As Much,7,103.63,145,0.073,0.732,0.195,0.9759000000000001,jazz,0.277,0.189,-12.424,0.0,0.232,5vIe5BmOlPXarqRxJh9FNE,https://api.spotify.com/v1/tracks/5vIe5BmOlPXarqRxJh9FNE,166373
1,Patti Page,27,"{'neg': 0.249, 'neu': 0.5740000000000001, 'pos': 0.177, 'compound': -0.91}","['country', 'pop']",1.3,1952,8,157.5,16,3.6,I Went To Your Wedding,17,92.8,119,0.249,0.5740000000000001,0.177,-0.91,country,0.53,0.0853,-12.223,0.0,0.126,4cS2Ya30FLHqNb3hwbtjrJ,https://api.spotify.com/v1/tracks/4cS2Ya30FLHqNb3hwbtjrJ,194373
2,Al Martino,12,"{'neg': 0.089, 'neu': 0.639, 'pos': 0.273, 'compound': 0.9764}",[],2.1,1952,9,138.6,7,5.6,Here In My Heart,5,96.18,115,0.089,0.639,0.273,0.9764,none,0.177,0.279,-10.951,0.0024,0.153,0mRAY4VhmgEsBvLEFxB6Vm,https://api.spotify.com/v1/tracks/0mRAY4VhmgEsBvLEFxB6Vm,193373
3,Rosemary Clooney,31,"{'neg': 0.041, 'neu': 0.865, 'pos': 0.094, 'compound': 0.886}","['jazz', 'pop']",5.2,1952,16,256.5,25,4.0,Botch-a-me,24,66.4,164,0.041,0.865,0.094,0.886,jazz,0.642,0.664,-8.485,0.0,0.138,72HUHsM38XhUE7YjA7oxLz,https://api.spotify.com/v1/tracks/72HUHsM38XhUE7YjA7oxLz,136867
4,Doris Day,31,"{'neg': 0.016, 'neu': 0.778, 'pos': 0.20600000000000002, 'compound': 0.9958}",['pop'],2.5,1952,17,362.7,14,6.0,A Guy Is A Guy,18,95.17,314,0.016,0.778,0.20600000000000002,0.9958,pop,0.727,0.285,-14.098,0.0,0.141,1lZSR5NKeNGuCPSTNL7BhW,https://api.spotify.com/v1/tracks/1lZSR5NKeNGuCPSTNL7BhW,159507
5,Frankie Laine,24,"{'neg': 0.105, 'neu': 0.805, 'pos': 0.09, 'compound': 0.1086}",[],1.3,1952,19,206.1,22,4.800000000000001,High Noon,6,98.21,168,0.105,0.805,0.09,0.1086,none,0.466,0.252,-17.869,1.75e-06,0.171,1yGBGPgpGi5ua0HbHcvesQ,https://api.spotify.com/v1/tracks/1yGBGPgpGi5ua0HbHcvesQ,158360
