,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Black Eyed Peas,94,"{'neg': 0.064, 'neu': 0.915, 'pos': 0.02, 'compound': -0.9694}",['pop'],-0.7000000000000001,2009,1,548.1,42,4.0,Boom Boom Pow,54,108.7,495,0.064,0.915,0.02,-0.9694,pop,0.867,0.857,-5.892,0.00171,0.13,7xRNsqOQOgWbHV1nbXnfXN,https://api.spotify.com/v1/tracks/7xRNsqOQOgWbHV1nbXnfXN,251440.0
1,Lady Gaga,66,"{'neg': 0.006, 'neu': 0.745, 'pos': 0.249, 'compound': 0.9989}","['electronic/dance', 'pop']",2.1,2009,2,556.2,20,4.4,Poker Face,68,90.77,432,0.006,0.745,0.249,0.9989,electronic/dance,0.851,0.806,-4.618,1.33e-06,0.121,0WfKDYeUAoLA3vdvLKKWMW,https://api.spotify.com/v1/tracks/0WfKDYeUAoLA3vdvLKKWMW,237200.0
2,Lady Gaga,58,"{'neg': 0.054, 'neu': 0.8230000000000001, 'pos': 0.123, 'compound': 0.9871000000000001}","['electronic/dance', 'pop']",2.9,2009,3,656.1,53,5.2,Just Dance,26,88.74,518,0.054,0.8230000000000001,0.123,0.9871000000000001,electronic/dance,0.822,0.737,-4.542,4.19e-05,0.18,6HkjpGIOHv4y0IBAxUbE5z,https://api.spotify.com/v1/tracks/6HkjpGIOHv4y0IBAxUbE5z,241933.0
3,Black Eyed Peas,79,"{'neg': 0.012, 'neu': 0.782, 'pos': 0.20700000000000002, 'compound': 0.9988}",['pop'],0.1,2009,4,678.6,27,4.800000000000001,I Gotta Feeling,44,106.67,621,0.012,0.782,0.20700000000000002,0.9988,pop,0.743,0.766,-6.375,0.0,0.509,4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/tracks/4vp2J1l5RD4gMZwGFLfRAu,289133.0
4,Taylor Swift,49,"{'neg': 0.056, 'neu': 0.8300000000000001, 'pos': 0.114, 'compound': 0.9766}","['country', 'pop']",1.3,2009,5,446.4,36,4.800000000000001,Love Story,23,98.21,376,0.056,0.8300000000000001,0.114,0.9766,country,0.618,0.741,-3.95,0.0,0.0822,1vrd6UOGamcKNGnSHJQlSt,https://api.spotify.com/v1/tracks/1vrd6UOGamcKNGnSHJQlSt,235267.0
5,Flo Rida,77,"{'neg': 0.061, 'neu': 0.876, 'pos': 0.064, 'compound': -0.039}",['electronic/dance'],0.1,2009,6,645.3,59,4.800000000000001,Right Round,45,106.67,579,0.061,0.876,0.064,-0.039,electronic/dance,0.72,0.672,-6.852,0.0,0.232,3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,204640.0
6,Jason Mraz,43,"{'neg': 0.034, 'neu': 0.63, 'pos': 0.336, 'compound': 0.9992000000000001}","['pop', 'rock']",1.3,2009,7,414.0,32,4.800000000000001,I'm Yours,12,98.21,343,0.034,0.63,0.336,0.9992000000000001,pop,0.549,0.107,-16.147,0.0,0.111,5smPViFYtztTo7ww9gJXpD,https://api.spotify.com/v1/tracks/5smPViFYtztTo7ww9gJXpD,219053.0
7,Beyonce,64,"{'neg': 0.024, 'neu': 0.8320000000000001, 'pos': 0.14400000000000002, 'compound': 0.9961000000000001}","['pop', 'hip-hop/rnb']",0.9,2009,8,693.9,26,5.6,Single Ladies,57,104.64,608,0.024,0.8320000000000001,0.14400000000000002,0.9961000000000001,pop,0.426,0.584,-5.293,0.0,0.188,5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,193213.0
8,Kanye West,54,"{'neg': 0.131, 'neu': 0.833, 'pos': 0.035, 'compound': -0.9936}","['hip-hop/rnb', 'religious']",0.5,2009,9,480.6,22,5.2,Heartless,19,105.66,439,0.131,0.833,0.035,-0.9936,hip-hop/rnb,0.79,0.647,-5.983,0.0,0.248,4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,211000.0
9,All-American Rejects,59,"{'neg': 0.247, 'neu': 0.5660000000000001, 'pos': 0.187, 'compound': -0.9959}","['alternative/indie', 'pop']",0.1,2009,10,527.4,14,4.800000000000001,Gives You Hell,37,106.67,471,0.247,0.5660000000000001,0.187,-0.9959,alternative/indie,0.718,0.691,-6.44,0.0,0.0627,6ihL9TjfRjadfEePzXXyVF,https://api.spotify.com/v1/tracks/6ihL9TjfRjadfEePzXXyVF,213107.0
10,Taylor Swift,47,"{'neg': 0.039, 'neu': 0.89, 'pos': 0.07100000000000001, 'compound': 0.9309000000000001}","['country', 'pop']",0.5,2009,11,451.8,25,5.2,You Belong With Me,23,105.66,398,0.039,0.89,0.07100000000000001,0.9309000000000001,country,0.687,0.783,-4.44,1.35e-05,0.114,3GCL1PydwsLodcpv0Ll1ch,https://api.spotify.com/v1/tracks/3GCL1PydwsLodcpv0Ll1ch,231133.0
11,Kings Of Leon,26,"{'neg': 0.035, 'neu': 0.806, 'pos': 0.159, 'compound': 0.9675}","['alternative/indie', 'alternative/indie', 'rock']",2.1,2009,14,228.6,15,4.4,Use Somebody,19,90.77,171,0.035,0.806,0.159,0.9675,alternative/indie,0.276,0.715,-5.356,0.000417,0.201,5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,230760.0
12,Keri Hilson,97,"{'neg': 0.07100000000000001, 'neu': 0.8140000000000001, 'pos': 0.115, 'compound': 0.9883000000000001}",['pop'],1.3,2009,15,832.5,66,4.800000000000001,Knock You Down,47,98.21,715,0.07100000000000001,0.8140000000000001,0.115,0.9883000000000001,pop,0.588,0.877,-4.78,0.0,0.171,58FUwmyGUqkt53YPUcm7cJ,https://api.spotify.com/v1/tracks/58FUwmyGUqkt53YPUcm7cJ,326187.0
13,Jamie Foxx,109,"{'neg': 0.176, 'neu': 0.778, 'pos': 0.046, 'compound': -0.998}",[],0.9,2009,16,804.6,55,4.4,Blame It,54,99.23,680,0.176,0.778,0.046,-0.998,none,0.673,0.614,-5.426,0.0,0.139,08uGhvS5MfBk7crUCpnjva,https://api.spotify.com/v1/tracks/08uGhvS5MfBk7crUCpnjva,289747.0
14,Pitbull,97,"{'neg': 0.038, 'neu': 0.8230000000000001, 'pos': 0.139, 'compound': 0.9899}",[],-0.30000000000000004,2009,17,705.6,42,4.4,I Know You Want Me,97,107.69,621,0.038,0.8230000000000001,0.139,0.9899,none,0.817,0.733,-6.009,4.31e-05,0.107,13plQdOoWSSXPRUSZc5FuM,https://api.spotify.com/v1/tracks/13plQdOoWSSXPRUSZc5FuM,237120.0
15,Jay Sean,47,"{'neg': 0.08600000000000001, 'neu': 0.78, 'pos': 0.134, 'compound': 0.9773000000000001}",['pop'],1.3,2009,20,458.1,37,4.800000000000001,Down,27,98.21,374,0.08600000000000001,0.78,0.134,0.9773000000000001,pop,0.657,0.695,-4.493,0.0,0.0822,7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg,212107.0
16,Miley Cyrus,46,"{'neg': 0.117, 'neu': 0.783, 'pos': 0.1, 'compound': -0.5819}","['pop', 'rock']",2.9,2009,21,345.6,29,4.0,The Climb,19,83.32,256,0.117,0.783,0.1,-0.5819,pop,0.327,0.588,-6.611,0.0,0.104,0V8FYVlBFuXXTIvRnMbZyS,https://api.spotify.com/v1/tracks/0V8FYVlBFuXXTIvRnMbZyS,236067.0
17,Kelly Clarkson,26,"{'neg': 0.126, 'neu': 0.621, 'pos': 0.254, 'compound': 0.9839}","['pop', 'rock']",3.7,2009,23,264.6,15,4.800000000000001,My Life Would Suck Without You,18,81.29,196,0.126,0.621,0.254,0.9839,pop,0.526,0.882,-4.006,0.0,0.144,4Dm32oO01YpIubCHaAtKkN,https://api.spotify.com/v1/tracks/4Dm32oO01YpIubCHaAtKkN,211493.0
18,Beyonce,61,"{'neg': 0.032, 'neu': 0.86, 'pos': 0.108, 'compound': 0.9719000000000001}","['pop', 'hip-hop/rnb']",2.1,2009,24,490.5,27,4.4,Halo,37,90.77,372,0.032,0.86,0.108,0.9719000000000001,pop,0.508,0.72,-5.908,0.0,0.0563,4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,261640.0
19,Katy Perry,72,"{'neg': 0.14, 'neu': 0.73, 'pos': 0.13, 'compound': -0.31820000000000004}",['pop'],0.5,2009,25,435.6,16,4.0,Hot n Cold,55,100.24,362,0.14,0.73,0.13,-0.31820000000000004,pop,0.706,0.841,-3.956,0.0,0.0688,1y4eb6hmAvsqlDOl3fx9kk,https://api.spotify.com/v1/tracks/1y4eb6hmAvsqlDOl3fx9kk,220227.0
20,Shinedown,32,"{'neg': 0.015, 'neu': 0.784, 'pos': 0.201, 'compound': 0.9917}",[],3.7,2009,26,318.6,15,4.800000000000001,Second Chance,19,81.29,235,0.015,0.784,0.201,0.9917,none,0.46,0.796,-4.501,0.0,0.106,0CwYG1UnRmOx8Q1EzElCIL,https://api.spotify.com/v1/tracks/0CwYG1UnRmOx8Q1EzElCIL,222067.0
21,Britney Spears,44,"{'neg': 0.105, 'neu': 0.8260000000000001, 'pos': 0.068, 'compound': -0.7099000000000001}","['electronic/dance', 'pop']",3.7,2009,27,611.1,26,6.0,Circus,29,86.71,480,0.105,0.8260000000000001,0.068,-0.7099000000000001,electronic/dance,0.791,0.733,-5.215,0.000381,0.0713,7jk7gqyEonmVVYahZN5zhW,https://api.spotify.com/v1/tracks/7jk7gqyEonmVVYahZN5zhW,192360.0
22,Kid Cudi,55,"{'neg': 0.135, 'neu': 0.679, 'pos': 0.186, 'compound': 0.992}",['religious'],0.9,2009,28,565.2,27,5.6,Day 'n' Nite,34,104.64,513,0.135,0.679,0.186,0.992,religious,0.871,0.44,-6.25,4.15e-06,0.114,5FEXPoPnzueFJQCPRIrC3c,https://api.spotify.com/v1/tracks/5FEXPoPnzueFJQCPRIrC3c,221267.0
23,Miley Cyrus,76,"{'neg': 0.038, 'neu': 0.6990000000000001, 'pos': 0.264, 'compound': 0.9981000000000001}","['pop', 'rock']",0.5,2009,29,510.3,43,4.0,Party in the U.S.A.,59,100.24,425,0.038,0.6990000000000001,0.264,0.9981000000000001,pop,0.652,0.698,-4.667,0.000115,0.0886,5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,202067.0
24,Kevin Rudolf,84,"{'neg': 0.10400000000000001, 'neu': 0.767, 'pos': 0.128, 'compound': 0.8496}",[],0.5,2009,32,526.5,46,4.0,Let It Rock,41,100.24,432,0.10400000000000001,0.767,0.128,0.8496,none,0.607,0.784,-4.41,0.0,0.0678,6TrNRd98WksT9Kkmx9uj6R,https://api.spotify.com/v1/tracks/6TrNRd98WksT9Kkmx9uj6R,231173.0
25,Sean Kingston,68,"{'neg': 0.15, 'neu': 0.748, 'pos': 0.10200000000000001, 'compound': -0.9697}","['pop', 'hip-hop/rnb']",2.5,2009,33,650.7,31,4.800000000000001,Fire Burning,40,89.75,500,0.15,0.748,0.10200000000000001,-0.9697,pop,0.839,0.804,-2.513,0.0,0.331,2oENJa1T33GJ0w8dC167G4,https://api.spotify.com/v1/tracks/2oENJa1T33GJ0w8dC167G4,239987.0
26,Jason DeRulo,83,"{'neg': 0.024, 'neu': 0.899, 'pos': 0.077, 'compound': 0.9775}","['electronic/dance', 'pop']",-0.30000000000000004,2009,34,577.8,19,4.4,Whatcha Say,54,107.69,539,0.024,0.899,0.077,0.9775,electronic/dance,0.615,0.711,-5.507,0.0,0.145,67T6l4q3zVjC5nZZPXByU8,https://api.spotify.com/v1/tracks/67T6l4q3zVjC5nZZPXByU8,221253.0
