,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Mark Ronson,99,"{'neg': 0.02, 'neu': 0.896, 'pos': 0.084, 'compound': 0.9918}","['electronic/dance', 'hip-hop/rnb', 'pop', 'rock', 'soul']",0.5,2015,1,693.9,31,4.0,Uptown Funk!,64,100.24,591,0.02,0.896,0.084,0.9918,electronic/dance,0.856,0.609,-7.223,8.15e-05,0.0344,32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,269667.0
1,Ed Sheeran,40,"{'neg': 0.049, 'neu': 0.727, 'pos': 0.224, 'compound': 0.9972000000000001}",['pop'],1.3,2015,2,381.6,18,4.800000000000001,Thinking Out Loud,15,98.21,316,0.049,0.727,0.224,0.9972000000000001,pop,0.781,0.445,-6.061,0.0,0.184,34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,281560.0
2,Wiz Khalifa,53,"{'neg': 0.029, 'neu': 0.882, 'pos': 0.089, 'compound': 0.9738}",[],1.3,2015,3,468.9,19,4.800000000000001,See You Again,26,98.21,406,0.029,0.882,0.089,0.9738,none,0.689,0.481,-7.503,1.03e-06,0.0649,2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,229526.0
3,Fetty Wap,56,"{'neg': 0.09, 'neu': 0.812, 'pos': 0.098, 'compound': 0.7564000000000001}",[],0.9,2015,4,589.5,38,5.6,Trap Queen,32,104.64,528,0.09,0.812,0.098,0.7564000000000001,none,0.746,0.873,-3.803,0.0,0.354,2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,222093.0
4,Maroon 5,59,"{'neg': 0.07100000000000001, 'neu': 0.634, 'pos': 0.295, 'compound': 0.9989}","['electronic/dance', 'pop', 'rock']",1.3,2015,5,549.9,23,4.800000000000001,Sugar,39,98.21,447,0.07100000000000001,0.634,0.295,0.9989,electronic/dance,0.748,0.788,-7.055,0.0,0.0863,2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,235493.0
5,Walk The Moon,60,"{'neg': 0.016, 'neu': 0.972, 'pos': 0.012, 'compound': -0.38020000000000004}",[],-0.7000000000000001,2015,6,387.0,17,4.0,Shut Up and Dance,44,108.7,349,0.016,0.972,0.012,-0.38020000000000004,none,0.578,0.866,-3.804,0.0,0.257,0kzw2tRyuL9rzipi5ntlIy,https://api.spotify.com/v1/tracks/0kzw2tRyuL9rzipi5ntlIy,199080.0
6,Taylor Swift,82,"{'neg': 0.167, 'neu': 0.685, 'pos': 0.148, 'compound': -0.7249}","['country', 'pop']",0.9,2015,7,591.3,39,4.4,Blank Space,53,99.23,502,0.167,0.685,0.148,-0.7249,country,0.76,0.703,-5.412,0.0,0.0913,1kHEuJRasudLhjvnbfc4yS,https://api.spotify.com/v1/tracks/1kHEuJRasudLhjvnbfc4yS,231827.0
7,The Weeknd,44,"{'neg': 0.085, 'neu': 0.606, 'pos': 0.309, 'compound': 0.9978}",['hip-hop/rnb'],1.7000000000000002,2015,9,328.5,14,4.0,Earned It,26,91.78,258,0.085,0.606,0.309,0.9978,hip-hop/rnb,0.647,0.291,-8.275,0.0,0.0771,4frLb7nWtsz2ymBE6k2GRP,https://api.spotify.com/v1/tracks/4frLb7nWtsz2ymBE6k2GRP,277680.0
8,The Weeknd,54,"{'neg': 0.17500000000000002, 'neu': 0.716, 'pos': 0.108, 'compound': -0.9933000000000001}",['hip-hop/rnb'],1.7000000000000002,2015,10,544.5,29,5.2,The Hills,36,97.2,451,0.17500000000000002,0.716,0.108,-0.9933000000000001,hip-hop/rnb,0.58,0.565,-7.065,0.0,0.135,7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,242253.0
9,The Weeknd,41,"{'neg': 0.046, 'neu': 0.554, 'pos': 0.4, 'compound': 0.9997}",['hip-hop/rnb'],1.3,2015,12,454.5,7,6.0,Can't Feel My Face,34,103.63,419,0.046,0.554,0.4,0.9997,hip-hop/rnb,,,,,,,,
10,Ellie Goulding,42,"{'neg': 0.05, 'neu': 0.633, 'pos': 0.317, 'compound': 0.9988}",['pop'],2.5,2015,13,425.7,16,4.800000000000001,Love Me Like You Do,28,89.75,330,0.05,0.633,0.317,0.9988,pop,0.262,0.606,-6.646,0.0,0.125,2l8w0zZVn4AZNuzrht7MRT,https://api.spotify.com/v1/tracks/2l8w0zZVn4AZNuzrht7MRT,252534.0
11,Hozier,66,"{'neg': 0.171, 'neu': 0.636, 'pos': 0.193, 'compound': 0.3431}",['blues'],0.9,2015,14,518.4,49,4.4,Take Me To Church,37,99.23,429,0.171,0.636,0.193,0.3431,blues,0.566,0.664,-5.303,0.0,0.116,1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,241693.0
12,Taylor Swift,70,"{'neg': 0.202, 'neu': 0.6960000000000001, 'pos': 0.10300000000000001, 'compound': -0.9954000000000001}","['country', 'pop']",-0.30000000000000004,2015,15,524.7,10,4.4,Bad Blood,54,107.69,474,0.202,0.6960000000000001,0.10300000000000001,-0.9954000000000001,country,0.652,0.802,-6.114,6.45e-06,0.148,273dCMFseLcVsoSWx59IoE,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,211933.0
13,Major Lazer,42,"{'neg': 0.187, 'neu': 0.665, 'pos': 0.147, 'compound': -0.7691}","['electronic/dance', 'electronic/dance']",-0.30000000000000004,2015,16,315.9,10,4.4,Lean On,34,107.69,278,0.187,0.665,0.147,-0.7691,electronic/dance,0.723,0.809,-3.081,0.00123,0.565,1Lim1Py7xBgbAkAys3AGAG,https://api.spotify.com/v1/tracks/1Lim1Py7xBgbAkAys3AGAG,176561.0
14,Jason Derulo,49,"{'neg': 0.02, 'neu': 0.903, 'pos': 0.077, 'compound': 0.7414000000000001}","['electronic/dance', 'pop']",-1.1,2015,17,399.6,12,4.800000000000001,Want To Want Me,34,115.13,390,0.02,0.903,0.077,0.7414000000000001,electronic/dance,0.775,0.68,-5.508,0.0,0.109,7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,207719.0
15,Taylor Swift,70,"{'neg': 0.375, 'neu': 0.542, 'pos': 0.083, 'compound': -0.9994000000000001}","['country', 'pop']",1.7000000000000002,2015,18,671.4,25,5.2,Shake It Off,43,97.2,564,0.375,0.542,0.083,-0.9994000000000001,country,0.648,0.785,-5.414,0.0,0.148,5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,219200.0
16,Rachel Platten,56,"{'neg': 0.14300000000000002, 'neu': 0.766, 'pos': 0.091, 'compound': -0.9426}",['pop'],0.5,2015,20,396.0,21,4.0,Fight Song,37,100.24,332,0.14300000000000002,0.766,0.091,-0.9426,pop,0.564,0.714,-4.987,0.0,0.155,37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,204013.0
17,Fetty Wap,70,"{'neg': 0.095, 'neu': 0.761, 'pos': 0.14400000000000002, 'compound': 0.9548000000000001}",[],1.3,2015,21,568.8,51,4.800000000000001,679,35,98.21,492,0.095,0.761,0.14400000000000002,0.9548000000000001,none,0.618,0.717,-5.738,0.0,0.625,5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,196693.0
18,Meghan Trainor,60,"{'neg': 0.028, 'neu': 0.888, 'pos': 0.084, 'compound': 0.9751000000000001}",['pop'],1.3,2015,22,551.7,23,4.800000000000001,Lips Are Movin,43,98.21,447,0.028,0.888,0.084,0.9751000000000001,pop,0.775,0.825,-5.402,1.03e-06,0.111,6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,182667.0
19,Fifth Harmony,79,"{'neg': 0.018000000000000002, 'neu': 0.768, 'pos': 0.214, 'compound': 0.9987}",[],0.1,2015,23,646.2,13,4.800000000000001,Worth It,63,106.67,607,0.018000000000000002,0.768,0.214,0.9987,none,0.884,0.765,-3.865,7.04e-06,0.118,41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,224573.0
20,Omarion,78,"{'neg': 0.081, 'neu': 0.797, 'pos': 0.122, 'compound': 0.9635}",[],0.1,2015,24,673.2,23,4.800000000000001,Post To Be,40,106.67,611,0.081,0.797,0.122,0.9635,none,0.733,0.676,-5.655,0.0,0.208,0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,226581.0
21,Andy Grammer,59,"{'neg': 0.085, 'neu': 0.665, 'pos': 0.25, 'compound': 0.9976}",['pop'],1.3,2015,25,515.7,16,4.800000000000001,"Honey, I'm Good.",34,98.21,417,0.085,0.665,0.25,0.9976,pop,0.752,0.775,-7.289,0.0,0.351,4MflGTO2ZTcSQ12bWcyRgI,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,199263.0
22,Sam Smith,37,"{'neg': 0.122, 'neu': 0.8300000000000001, 'pos': 0.047, 'compound': -0.9474}",['pop'],0.9,2015,26,280.8,12,4.4,I'm Not The Only One,21,99.23,244,0.122,0.8300000000000001,0.047,-0.9474,pop,0.575,0.192,-17.514,0.961,0.113,5hO5U3Djps5hAUYHYlu56m,https://api.spotify.com/v1/tracks/5hO5U3Djps5hAUYHYlu56m,181826.0
23,Selena Gomez,52,"{'neg': 0.07, 'neu': 0.637, 'pos': 0.292, 'compound': 0.9991000000000001}","['pop', 'rock']",0.9,2015,27,522.0,36,5.6,Good For You,20,104.64,470,0.07,0.637,0.292,0.9991000000000001,pop,0.607,0.673,-6.484,0.0,0.069,578Eooad7oUyn4stovZiPg,https://api.spotify.com/v1/tracks/578Eooad7oUyn4stovZiPg,221280.0
