,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound
0,Elvis Presley,43,"{'neg': 0.073, 'neu': 0.5760000000000001, 'pos': 0.352, 'compound': 0.9981000000000001}","['blues', 'country', 'pop', 'rock']",-1.8,1957,1,247.5,10,4.0,All Shook Up,28,117.16,254,0.073,0.5760000000000001,0.352,0.9981000000000001
1,Pat Boone,14,"{'neg': 0.12, 'neu': 0.645, 'pos': 0.23500000000000001, 'compound': 0.936}","['country', 'pop']",2.1,1957,2,108.0,8,4.4,Love Letters In The Sand,6,90.77,85,0.12,0.645,0.23500000000000001,0.936
2,Jimmy Dorsey,22,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.28500000000000003, 'compound': 0.995}",[],2.5,1957,5,224.1,15,4.800000000000001,So Rare,13,89.75,170,0.0,0.715,0.28500000000000003,0.995
3,Pat Boone,19,"{'neg': 0.041, 'neu': 0.651, 'pos': 0.308, 'compound': 0.989}","['country', 'pop']",1.3,1957,6,165.6,16,4.800000000000001,Don't Forbid Me,3,98.21,134,0.041,0.651,0.308,0.989
4,Elvis Presley,43,"{'neg': 0.069, 'neu': 0.62, 'pos': 0.311, 'compound': 0.9957}","['blues', 'country', 'pop', 'rock']",0.5,1957,9,261.9,17,4.0,Too Much,38,100.24,221,0.069,0.62,0.311,0.9957
5,Perry Como,42,"{'neg': 0.0, 'neu': 0.8160000000000001, 'pos': 0.184, 'compound': 0.9972000000000001}","['country', 'jazz', 'pop', 'rock', 'swing']",-1.1,1957,10,341.1,7,4.800000000000001,Round And Round,11,115.13,329,0.0,0.8160000000000001,0.184,0.9972000000000001
6,Everly Brothers,32,"{'neg': 0.112, 'neu': 0.493, 'pos': 0.395, 'compound': 0.9974000000000001}",[],1.7000000000000002,1957,11,231.3,17,4.0,Bye Bye Love,25,91.78,174,0.112,0.493,0.395,0.9974000000000001
7,Elvis Presley,35,"{'neg': 0.031, 'neu': 0.897, 'pos': 0.073, 'compound': 0.8247}","['blues', 'country', 'pop', 'rock']",-0.7000000000000001,1957,14,207.0,11,4.0,Teddy Bear,25,108.7,182,0.031,0.897,0.073,0.8247
8,Elvis Presley,40,"{'neg': 0.101, 'neu': 0.8300000000000001, 'pos': 0.069, 'compound': -0.8936000000000001}","['blues', 'country', 'pop', 'rock']",3.7,1957,16,383.4,37,4.800000000000001,Jailhouse Rock,24,81.29,282,0.101,0.8300000000000001,0.069,-0.8936000000000001
9,Marty Robbins,18,"{'neg': 0.033, 'neu': 0.862, 'pos': 0.10400000000000001, 'compound': 0.8625}",[],0.9,1957,17,142.2,6,4.4,A White Sport Coat,14,99.23,120,0.033,0.862,0.10400000000000001,0.8625
10,Everly Brothers,34,"{'neg': 0.03, 'neu': 0.887, 'pos': 0.083, 'compound': 0.8314}",[],1.7000000000000002,1957,19,252.0,15,4.0,Wake Up Little Susie,25,91.78,192,0.03,0.887,0.083,0.8314
11,Sam Cooke,32,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9944000000000001}",['soul'],-1.8,1957,20,191.7,6,4.0,You Send Me,15,117.16,187,0.0,0.733,0.267,0.9944000000000001
12,Coasters,42,"{'neg': 0.029, 'neu': 0.772, 'pos': 0.198, 'compound': 0.9836}",['rock'],0.5,1957,21,260.1,25,4.0,Searchin',23,100.24,211,0.029,0.772,0.198,0.9836
13,Chuck Berry,39,"{'neg': 0.036000000000000004, 'neu': 0.838, 'pos': 0.126, 'compound': 0.9761000000000001}","['blues', 'rock']",0.9,1957,22,303.3,22,4.4,School Day,14,99.23,255,0.036000000000000004,0.838,0.126,0.9761000000000001
14,Ferlin Husky,7,"{'neg': 0.179, 'neu': 0.669, 'pos': 0.151, 'compound': -0.1779}",[],4.0,1957,23,103.5,8,6.4,Gone,0,85.69,79,0.179,0.669,0.151,-0.1779
15,Paul Anka,28,"{'neg': 0.02, 'neu': 0.617, 'pos': 0.363, 'compound': 0.9979}",[],-0.30000000000000004,1957,24,201.6,14,4.4,Diana,9,107.69,178,0.02,0.617,0.363,0.9979
16,Ricky Nelson,29,"{'neg': 0.027, 'neu': 0.682, 'pos': 0.292, 'compound': 0.995}",[],0.5,1957,25,180.0,8,4.0,A Teenager's Romance,19,100.24,148,0.027,0.682,0.292,0.995
17,Jimmie Rodgers,51,"{'neg': 0.0, 'neu': 0.8220000000000001, 'pos': 0.178, 'compound': 0.9953000000000001}",[],2.1,1957,27,446.4,23,4.4,Honeycomb,35,90.77,352,0.0,0.8220000000000001,0.178,0.9953000000000001
18,Jerry Lee Lewis,28,"{'neg': 0.14200000000000002, 'neu': 0.766, 'pos': 0.092, 'compound': -0.42110000000000003}","['country', 'pop', 'rock']",2.9,1957,28,312.3,16,5.2,Whole Lotta Shakin' Goin' On,8,88.74,238,0.14200000000000002,0.766,0.092,-0.42110000000000003
19,Frankie Laine,23,"{'neg': 0.138, 'neu': 0.6980000000000001, 'pos': 0.164, 'compound': 0.79}",[],0.5,1957,32,211.5,11,5.2,Moonlight Gambler,8,105.66,184,0.138,0.6980000000000001,0.164,0.79
