,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre
15,Busta Rhymes,148,"{'neg': 0.042, 'neu': 0.846, 'pos': 0.112, 'compound': 0.9935}",[],0.9,2003,17,1032.3,86,4.4,I Know What You Want,97,99.23,891,0.042,0.846,0.112,0.9935,none
16,Avril Lavigne,47,"{'neg': 0.079, 'neu': 0.741, 'pos': 0.18, 'compound': 0.9863000000000001}",['rock'],0.5,2003,18,323.1,14,4.0,I'm With You,27,100.24,272,0.079,0.741,0.18,0.9863000000000001,rock
17,Uncle Kracker,30,"{'neg': 0.08600000000000001, 'neu': 0.77, 'pos': 0.14400000000000002, 'compound': 0.9665}","['country', 'pop', 'rock']",0.9,2003,19,315.9,16,5.6,Drift Away,15,104.64,287,0.08600000000000001,0.77,0.14400000000000002,0.9665,country
18,Lil' Kim,82,"{'neg': 0.035, 'neu': 0.927, 'pos': 0.038, 'compound': 0.08560000000000001}",['hip-hop/rnb'],0.1,2003,20,679.5,44,4.800000000000001,Magic Stick,44,106.67,604,0.035,0.927,0.038,0.08560000000000001,hip-hop/rnb
19,50 Cent,84,"{'neg': 0.191, 'neu': 0.754, 'pos': 0.055, 'compound': -0.9987}",['hip-hop/rnb'],0.9,2003,21,886.5,50,5.6,P.I.M.P.,39,104.64,804,0.191,0.754,0.055,-0.9987,hip-hop/rnb
20,B2K,104,"{'neg': 0.04, 'neu': 0.8220000000000001, 'pos': 0.139, 'compound': 0.9969}",[],0.9,2003,22,806.4,46,4.4,"Bump, Bump, Bump",50,99.23,696,0.04,0.8220000000000001,0.139,0.9969,none
21,Fabolous,87,"{'neg': 0.063, 'neu': 0.787, 'pos': 0.149, 'compound': 0.9948}",[],1.3,2003,23,761.4,74,4.800000000000001,Into You,31,98.21,635,0.063,0.787,0.149,0.9948,none
22,Fabolous,61,"{'neg': 0.094, 'neu': 0.8260000000000001, 'pos': 0.08, 'compound': -0.8998}",[],1.7000000000000002,2003,24,570.6,56,5.2,Can't Let You Go,14,97.2,490,0.094,0.8260000000000001,0.08,-0.8998,none
23,Ja Rule,69,"{'neg': 0.08, 'neu': 0.7030000000000001, 'pos': 0.217, 'compound': 0.9979}",[],1.3,2003,25,581.4,50,4.800000000000001,Mesmerize,18,98.21,498,0.08,0.7030000000000001,0.217,0.9979,none
24,Black Eyed Peas,96,"{'neg': 0.096, 'neu': 0.711, 'pos': 0.193, 'compound': 0.9981000000000001}",['pop'],3.3,2003,26,895.5,99,4.4,Where Is The Love?,43,82.31,657,0.096,0.711,0.193,0.9981000000000001,pop
25,Eminem,84,"{'neg': 0.111, 'neu': 0.756, 'pos': 0.133, 'compound': 0.9744}","['hip-hop/rnb', 'religious', 'alternative/indie']",3.3,2003,28,1024.2,92,5.6,Lose Yourself,34,87.72,795,0.111,0.756,0.133,0.9744,hip-hop/rnb
26,Ashanti,72,"{'neg': 0.002, 'neu': 0.81, 'pos': 0.188, 'compound': 0.9988}",[],1.3,2003,29,674.1,31,4.800000000000001,Rock Wit U,42,98.21,543,0.002,0.81,0.188,0.9988,none
27,Justin Timberlake,97,"{'neg': 0.24, 'neu': 0.715, 'pos': 0.045, 'compound': -0.999}","['disco', 'pop']",-0.30000000000000004,2003,30,698.4,29,4.4,Cry Me A River,59,107.69,614,0.24,0.715,0.045,-0.999,disco
28,Tyrese,78,"{'neg': 0.10300000000000001, 'neu': 0.795, 'pos': 0.10200000000000001, 'compound': -0.608}",['hip-hop/rnb'],2.1,2003,31,830.7,38,5.6,How You Gonna Act Like That,27,96.18,708,0.10300000000000001,0.795,0.10200000000000001,-0.608,hip-hop/rnb
29,Justin Timberlake,71,"{'neg': 0.04, 'neu': 0.844, 'pos': 0.116, 'compound': 0.9943000000000001}","['disco', 'pop']",0.5,2003,32,684.0,25,5.2,Rock Your Body,28,105.66,616,0.04,0.844,0.116,0.9943000000000001,disco
30,Wayne Wonder,39,"{'neg': 0.136, 'neu': 0.577, 'pos': 0.28700000000000003, 'compound': 0.9947}",[],0.9,2003,33,300.6,21,4.4,No Letting Go,23,99.23,253,0.136,0.577,0.28700000000000003,0.9947,none
31,Pharrell,52,"{'neg': 0.077, 'neu': 0.775, 'pos': 0.148, 'compound': 0.9837}",[],0.5,2003,34,516.6,29,5.2,Frontin',26,105.66,455,0.077,0.775,0.148,0.9837,none
32,Dixie Chicks,27,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.9862000000000001}","['country', 'folk']",2.5,2003,35,236.7,17,4.800000000000001,Landslide,13,89.75,189,0.0,0.811,0.189,0.9862000000000001,country
33,Nivea,74,"{'neg': 0.145, 'neu': 0.844, 'pos': 0.011, 'compound': -0.9971000000000001}","['jazz', 'hip-hop/rnb']",0.5,2003,38,718.2,46,5.2,Don't Mess With My Man,53,105.66,625,0.145,0.844,0.011,-0.9971000000000001,jazz
34,Lumidee,41,"{'neg': 0.043000000000000003, 'neu': 0.7030000000000001, 'pos': 0.254, 'compound': 0.9945}","['hip-hop/rnb', 'hip-hop/rnb']",-0.30000000000000004,2003,41,280.8,8,4.4,"Never Leave You - Uh Ooh, Uh Oooh!",23,107.69,252,0.043000000000000003,0.7030000000000001,0.254,0.9945,hip-hop/rnb
35,Snoop Dogg,83,"{'neg': 0.032, 'neu': 0.786, 'pos': 0.182, 'compound': 0.9973000000000001}","['hip-hop/rnb', 'reggae']",1.3,2003,42,783.0,50,4.800000000000001,Beautiful,40,98.21,659,0.032,0.786,0.182,0.9973000000000001,hip-hop/rnb
36,Kelly Clarkson,44,"{'neg': 0.155, 'neu': 0.601, 'pos': 0.245, 'compound': 0.9936}","['pop', 'rock']",2.1,2003,44,394.2,39,4.4,Miss Independent,19,90.77,298,0.155,0.601,0.245,0.9936,pop
37,Train,33,"{'neg': 0.038, 'neu': 0.851, 'pos': 0.11, 'compound': 0.9574}","['alternative/indie', 'pop']",1.7000000000000002,2003,45,343.8,14,5.2,Calling All Angels,19,97.2,294,0.038,0.851,0.11,0.9574,alternative/indie
38,YoungBloodZ,63,"{'neg': 0.099, 'neu': 0.763, 'pos': 0.138, 'compound': 0.9695}",[],1.3,2003,46,704.7,63,6.0,Damn!,10,103.63,641,0.099,0.763,0.138,0.9695,none
39,Clay Aiken,39,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.9739000000000001}",[],-0.7000000000000001,2003,47,231.3,14,4.0,This Is The Night,22,108.7,210,0.0,0.878,0.122,0.9739000000000001,none
40,Trapt,58,"{'neg': 0.08600000000000001, 'neu': 0.851, 'pos': 0.063, 'compound': -0.8363}",[],2.1,2003,49,461.7,28,4.4,Headstrong,40,90.77,348,0.08600000000000001,0.851,0.063,-0.8363,none
41,Ginuwine,51,"{'neg': 0.056, 'neu': 0.712, 'pos': 0.232, 'compound': 0.9963000000000001}",[],0.9,2003,50,388.8,25,4.4,In Those Jeans,18,99.23,327,0.056,0.712,0.232,0.9963000000000001,none
42,Ludacris,76,"{'neg': 0.08600000000000001, 'neu': 0.741, 'pos': 0.17300000000000001, 'compound': 0.9928}",['hip-hop/rnb'],1.7000000000000002,2003,51,735.3,47,5.2,Stand Up,61,97.2,631,0.08600000000000001,0.741,0.17300000000000001,0.9928,hip-hop/rnb
43,Jason Mraz,56,"{'neg': 0.10400000000000001, 'neu': 0.765, 'pos': 0.131, 'compound': 0.7529}","['pop', 'rock']",1.3,2003,52,523.8,28,4.800000000000001,The Remedy,30,98.21,428,0.10400000000000001,0.765,0.131,0.7529,pop
44,Jay-Z,105,"{'neg': 0.034, 'neu': 0.903, 'pos': 0.063, 'compound': 0.9373}","['hip-hop/rnb', 'religious']",1.3,2003,54,979.2,92,4.800000000000001,Excuse Me Miss,65,98.21,805,0.034,0.903,0.063,0.9373,hip-hop/rnb
45,Jennifer Lopez,82,"{'neg': 0.092, 'neu': 0.8190000000000001, 'pos': 0.089, 'compound': -0.9347000000000001}","['electronic/dance', 'pop']",0.5,2003,55,765.9,38,5.2,Jenny from the Block,42,105.66,681,0.092,0.8190000000000001,0.089,-0.9347000000000001,electronic/dance
46,Shania Twain,52,"{'neg': 0.004, 'neu': 0.849, 'pos': 0.147, 'compound': 0.9943000000000001}","['country', 'pop', 'rock']",1.3,2003,57,457.2,14,4.800000000000001,Forever And For Always,27,98.21,395,0.004,0.849,0.147,0.9943000000000001,country
47,Nas,93,"{'neg': 0.07200000000000001, 'neu': 0.8140000000000001, 'pos': 0.114, 'compound': 0.9893000000000001}",['religious'],1.3,2003,58,866.7,78,4.800000000000001,I Can,29,98.21,731,0.07200000000000001,0.8140000000000001,0.114,0.9893000000000001,religious
48,No Doubt,72,"{'neg': 0.055, 'neu': 0.653, 'pos': 0.292, 'compound': 0.9984000000000001}",['rock'],2.5,2003,59,460.8,36,3.6,Underneath It All,40,84.34,326,0.055,0.653,0.292,0.9984000000000001,rock
49,Daniel Bedingfield,32,"{'neg': 0.048, 'neu': 0.803, 'pos': 0.149, 'compound': 0.9912000000000001}","['electronic/dance', 'pop']",1.7000000000000002,2003,60,414.9,9,6.4,If You're Not The One,15,102.61,383,0.048,0.803,0.149,0.9912000000000001,electronic/dance
50,R. Kelly,120,"{'neg': 0.027, 'neu': 0.919, 'pos': 0.054, 'compound': 0.9677}","['hip-hop/rnb', 'pop', 'hip-hop/rnb', 'soul']",-1.8,2003,61,727.2,44,4.0,Thoia Thoing,78,117.16,700,0.027,0.919,0.054,0.9677,hip-hop/rnb
51,3 Doors Down,38,"{'neg': 0.05, 'neu': 0.81, 'pos': 0.14, 'compound': 0.978}",['rock'],2.1,2003,62,332.1,15,4.4,Here Without You,26,90.77,264,0.05,0.81,0.14,0.978,rock
52,50 Cent,71,"{'neg': 0.10300000000000001, 'neu': 0.807, 'pos': 0.09, 'compound': -0.9076000000000001}",['hip-hop/rnb'],2.1,2003,63,772.2,64,5.6,Wanksta,34,96.18,671,0.10300000000000001,0.807,0.09,-0.9076000000000001,hip-hop/rnb
53,Alan Jackson,55,"{'neg': 0.115, 'neu': 0.762, 'pos': 0.123, 'compound': 0.4338}",['country'],2.1,2003,65,480.6,47,4.4,It's Five O'Clock Somewhere,28,90.77,365,0.115,0.762,0.123,0.4338,country
54,Sean Paul,68,"{'neg': 0.07200000000000001, 'neu': 0.787, 'pos': 0.14100000000000001, 'compound': 0.9888}","['pop', 'hip-hop/rnb']",0.9,2003,66,726.3,40,5.6,Like Glue,20,104.64,644,0.07200000000000001,0.787,0.14100000000000001,0.9888,pop
55,Christina Aguilera,85,"{'neg': 0.05, 'neu': 0.883, 'pos': 0.067, 'compound': 0.9276000000000001}","['pop', 'rock']",1.7000000000000002,2003,67,834.3,50,5.2,Can't Hold Us Down,37,97.2,724,0.05,0.883,0.067,0.9276000000000001,pop
56,Puddle Of Mudd,44,"{'neg': 0.124, 'neu': 0.662, 'pos': 0.213, 'compound': 0.9879}",[],-0.30000000000000004,2003,70,312.3,13,4.4,She Hates Me,32,107.69,278,0.124,0.662,0.213,0.9879,none
57,Frankie J,47,"{'neg': 0.11, 'neu': 0.783, 'pos': 0.107, 'compound': -0.6676000000000001}",[],2.1,2003,71,538.2,22,5.6,Don't Wanna Try,14,96.18,465,0.11,0.783,0.107,-0.6676000000000001,none
58,Lil' Kim,71,"{'neg': 0.062, 'neu': 0.841, 'pos': 0.097, 'compound': 0.982}",['hip-hop/rnb'],0.5,2003,72,706.5,68,5.2,The Jump Off,8,105.66,617,0.062,0.841,0.097,0.982,hip-hop/rnb
59,Ginuwine,45,"{'neg': 0.079, 'neu': 0.721, 'pos': 0.2, 'compound': 0.9962000000000001}",[],2.1,2003,74,484.2,52,5.6,Hell Yeah,13,96.18,419,0.079,0.721,0.2,0.9962000000000001,none
60,Toby Keith,38,"{'neg': 0.121, 'neu': 0.837, 'pos': 0.043000000000000003, 'compound': -0.9769000000000001}","['country', 'pop', 'rock']",1.7000000000000002,2003,75,383.4,19,5.2,Beer For My Horses,18,97.2,317,0.121,0.837,0.043000000000000003,-0.9769000000000001,country
61,Chingy,94,"{'neg': 0.098, 'neu': 0.8170000000000001, 'pos': 0.085, 'compound': -0.9374}",[],1.7000000000000002,2003,76,897.3,115,5.2,Holidae In,12,97.2,757,0.098,0.8170000000000001,0.085,-0.9374,none
62,Erykah Badu,82,"{'neg': 0.037, 'neu': 0.687, 'pos': 0.276, 'compound': 0.9993000000000001}","['jazz', 'soul']",-0.30000000000000004,2003,78,572.4,33,4.4,Love Of My Life,38,107.69,503,0.037,0.687,0.276,0.9993000000000001,jazz
63,Christina Aguilera,84,"{'neg': 0.11900000000000001, 'neu': 0.704, 'pos': 0.177, 'compound': 0.9796}","['pop', 'rock']",0.9,2003,79,677.7,57,4.4,Fighter,44,99.23,551,0.11900000000000001,0.704,0.177,0.9796,pop
64,2Pac,67,"{'neg': 0.133, 'neu': 0.7020000000000001, 'pos': 0.165, 'compound': 0.9889}",[],2.1,2003,80,767.7,95,5.6,Thugz Mansion,10,96.18,621,0.133,0.7020000000000001,0.165,0.9889,none
65,Coldplay,23,"{'neg': 0.092, 'neu': 0.873, 'pos': 0.035, 'compound': -0.8555}","['pop', 'rock']",2.5,2003,81,218.7,20,4.800000000000001,Clocks,20,89.75,167,0.092,0.873,0.035,-0.8555,pop
66,Jaheim,70,"{'neg': 0.069, 'neu': 0.803, 'pos': 0.128, 'compound': 0.9888}",[],1.7000000000000002,2003,82,692.1,45,5.2,Put that Woman First,24,97.2,580,0.069,0.803,0.128,0.9888,none
67,Ashanti,63,"{'neg': 0.193, 'neu': 0.798, 'pos': 0.009000000000000001, 'compound': -0.9975}",[],0.9,2003,83,502.2,21,4.4,Rain on Me,45,99.23,428,0.193,0.798,0.009000000000000001,-0.9975,none
68,Mark Wills,47,"{'neg': 0.076, 'neu': 0.885, 'pos': 0.039, 'compound': -0.8885000000000001}",['country'],0.9,2003,84,349.2,42,4.4,19 Somethin',17,99.23,287,0.076,0.885,0.039,-0.8885000000000001,country
69,Brooks and Dunn,52,"{'neg': 0.064, 'neu': 0.862, 'pos': 0.074, 'compound': 0.7952}",['country'],0.9,2003,86,381.6,26,4.4,Red Dirt Road,24,99.23,320,0.064,0.862,0.074,0.7952,country
70,Dierks Bentley,54,"{'neg': 0.056, 'neu': 0.868, 'pos': 0.076, 'compound': 0.6332}",['country'],1.3,2003,87,471.6,36,4.800000000000001,What Was I Thinkin',29,98.21,397,0.056,0.868,0.076,0.6332,country
71,Ruben Studdard,36,"{'neg': 0.031, 'neu': 0.8220000000000001, 'pos': 0.147, 'compound': 0.9834}",[],0.9,2003,88,291.6,23,4.4,Flying Without Wings,9,99.23,237,0.031,0.8220000000000001,0.147,0.9834,none
72,Eminem,89,"{'neg': 0.145, 'neu': 0.776, 'pos': 0.079, 'compound': -0.9965}","['hip-hop/rnb', 'religious', 'alternative/indie']",2.1,2003,89,1049.4,118,5.6,Sing For The Moment,27,96.18,845,0.145,0.776,0.079,-0.9965,hip-hop/rnb
73,Kenny Chesney,18,"{'neg': 0.337, 'neu': 0.609, 'pos': 0.054, 'compound': -0.9907}",['country'],0.9,2003,91,186.3,15,5.6,"No Shoes, No Shirt, No Problems",9,104.64,171,0.337,0.609,0.054,-0.9907,country
74,Aaliyah,85,"{'neg': 0.05, 'neu': 0.915, 'pos': 0.035, 'compound': -0.6065}",['pop'],0.5,2003,92,531.0,22,4.0,Come Over,50,100.24,430,0.05,0.915,0.035,-0.6065,pop
75,R. Kelly,106,"{'neg': 0.002, 'neu': 0.899, 'pos': 0.099, 'compound': 0.9975}","['hip-hop/rnb', 'pop', 'hip-hop/rnb', 'soul']",1.3,2003,94,938.7,44,4.800000000000001,Step In The Name Of Love,39,98.21,751,0.002,0.899,0.099,0.9975,hip-hop/rnb
76,Audioslave,39,"{'neg': 0.15, 'neu': 0.73, 'pos': 0.12, 'compound': -0.7906000000000001}",['rock'],0.5,2003,96,254.7,25,4.0,Like A Stone,18,100.24,212,0.15,0.73,0.12,-0.7906000000000001,rock
77,Norah Jones,23,"{'neg': 0.056, 'neu': 0.869, 'pos': 0.075, 'compound': 0.5719000000000001}",['folk'],-0.30000000000000004,2003,97,165.6,15,4.4,Don't Know Why,12,107.69,150,0.056,0.869,0.075,0.5719000000000001,folk
78,Eminem,181,"{'neg': 0.093, 'neu': 0.748, 'pos': 0.159, 'compound': 0.9966}","['hip-hop/rnb', 'religious', 'alternative/indie']",0.5,2003,98,1218.6,54,4.0,Superman,126,100.24,1021,0.093,0.748,0.159,0.9966,hip-hop/rnb
79,Tim McGraw,32,"{'neg': 0.08, 'neu': 0.737, 'pos': 0.182, 'compound': 0.9406}",['country'],-0.30000000000000004,2003,99,216.0,15,4.4,Real Good Man,8,107.69,203,0.08,0.737,0.182,0.9406,country
80,Floetry,26,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.9522}","['hip-hop/rnb', 'hip-hop/rnb', 'soul']",0.1,2003,100,219.6,19,4.800000000000001,Say Yes,13,106.67,193,0.0,0.904,0.096,0.9522,hip-hop/rnb
