,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound
0,Olivia Newton-John,46,"{'neg': 0.006, 'neu': 0.9520000000000001, 'pos': 0.043000000000000003, 'compound': 0.8481000000000001}",[],1.7000000000000002,1982,1,333.9,21,4.0,Physical,30,91.78,253,0.006,0.9520000000000001,0.043000000000000003,0.8481000000000001
1,Survivor,38,"{'neg': 0.056, 'neu': 0.797, 'pos': 0.147, 'compound': 0.965}",[],-0.30000000000000004,1982,2,291.6,17,4.4,Eye Of The Tiger,21,107.69,264,0.056,0.797,0.147,0.965
2,Joan Jett,50,"{'neg': 0.003, 'neu': 0.783, 'pos': 0.214, 'compound': 0.9979}",['rock'],0.9,1982,3,410.4,13,4.4,I Love Rock N' Roll,45,99.23,347,0.003,0.783,0.214,0.9979
3,Paul McCartney,32,"{'neg': 0.03, 'neu': 0.727, 'pos': 0.243, 'compound': 0.994}","['classical/soundtrack', 'folk', 'pop', 'rock']",5.2,1982,4,297.9,17,4.0,Ebony And Ivory,33,66.4,190,0.03,0.727,0.243,0.994
4,J. Geils Band,80,"{'neg': 0.007, 'neu': 0.9390000000000001, 'pos': 0.054, 'compound': 0.9707}",[],0.1,1982,5,649.8,47,4.800000000000001,Centerfold,49,106.67,581,0.007,0.9390000000000001,0.054,0.9707
5,Human League,50,"{'neg': 0.011, 'neu': 0.8300000000000001, 'pos': 0.159, 'compound': 0.987}","['electronic/dance', 'pop']",0.1,1982,6,382.5,16,4.800000000000001,Don't You Want Me,37,106.67,360,0.011,0.8300000000000001,0.159,0.987
6,Steve Miller Band,33,"{'neg': 0.07100000000000001, 'neu': 0.778, 'pos': 0.15, 'compound': 0.9343}","['pop', 'rock']",2.5,1982,9,306.0,20,4.800000000000001,Abracadabra,18,89.75,237,0.07100000000000001,0.778,0.15,0.9343
7,Chicago,32,"{'neg': 0.053, 'neu': 0.845, 'pos': 0.10200000000000001, 'compound': 0.9152}","['jazz', 'pop', 'rock']",0.9,1982,10,257.4,14,4.4,Hard To Say I'm Sorry,16,99.23,221,0.053,0.845,0.10200000000000001,0.9152
8,Soft Cell,38,"{'neg': 0.06, 'neu': 0.637, 'pos': 0.303, 'compound': 0.9976}",['electronic/dance'],0.9,1982,11,277.2,9,4.4,Tainted Love,23,99.23,230,0.06,0.637,0.303,0.9976
9,Daryl Hall,51,"{'neg': 0.324, 'neu': 0.5670000000000001, 'pos': 0.109, 'compound': -0.9983000000000001}",[],-1.4,1982,15,343.8,7,4.4,I Can't Go For That,36,116.15,344,0.324,0.5670000000000001,0.109,-0.9983000000000001
10,Foreigner,44,"{'neg': 0.023, 'neu': 0.74, 'pos': 0.23700000000000002, 'compound': 0.9969}",['rock'],2.5,1982,19,393.3,21,4.800000000000001,Waiting For A Girl Like You,18,89.75,312,0.023,0.74,0.23700000000000002,0.9969
11,Rick Springfield,51,"{'neg': 0.041, 'neu': 0.884, 'pos': 0.075, 'compound': 0.9167000000000001}",['rock'],0.5,1982,20,366.3,27,4.0,Don't Talk To Strangers,32,100.24,303,0.041,0.884,0.075,0.9167000000000001
12,Willie Nelson,28,"{'neg': 0.105, 'neu': 0.744, 'pos': 0.151, 'compound': 0.8733000000000001}","['blues', 'country', 'folk', 'reggae', 'rock']",0.5,1982,22,190.8,4,4.0,Always On My Mind,12,100.24,156,0.105,0.744,0.151,0.8733000000000001
13,Cars,68,"{'neg': 0.159, 'neu': 0.6960000000000001, 'pos': 0.145, 'compound': 0.7992}",[],-1.0,1982,23,348.3,5,3.6,Shake It Up,34,109.72,312,0.159,0.6960000000000001,0.145,0.7992
