,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Elvis Presley,35,"{'neg': 0.384, 'neu': 0.511, 'pos': 0.10400000000000001, 'compound': -0.9978}","['blues', 'country', 'pop', 'rock']",1.7000000000000002,1956,1,247.5,17,4.0,Heartbreak Hotel,14,91.78,193,0.384,0.511,0.10400000000000001,-0.9978,blues,0.696,0.21,-11.922,1.62e-06,0.107,6xNwKNYZcvgV3XTIwsgNio,https://api.spotify.com/v1/tracks/6xNwKNYZcvgV3XTIwsgNio,127560.0
1,Elvis Presley,30,"{'neg': 0.052000000000000005, 'neu': 0.64, 'pos': 0.308, 'compound': 0.9958}","['blues', 'country', 'pop', 'rock']",-0.30000000000000004,1956,2,220.5,13,4.4,Don't Be Cruel,10,107.69,193,0.052000000000000005,0.64,0.308,0.9958,blues,,,,,,,,
2,Platters,19,"{'neg': 0.028, 'neu': 0.89, 'pos': 0.081, 'compound': 0.7351000000000001}",[],-0.7000000000000001,1956,4,128.7,11,4.0,My Prayer,7,108.7,113,0.028,0.89,0.081,0.7351000000000001,none,0.359,0.272,-8.393,0.0,0.095,1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/tracks/1ntGJDSakqsaw1KhptKrB5,167800.0
3,Elvis Presley,36,"{'neg': 0.081, 'neu': 0.718, 'pos': 0.202, 'compound': 0.9751000000000001}","['blues', 'country', 'pop', 'rock']",-1.4,1956,8,236.7,3,4.4,Hound Dog,30,116.15,228,0.081,0.718,0.202,0.9751000000000001,blues,0.357,0.756,-8.492,0.00505,0.76,64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,136027.0
4,Dean Martin,21,"{'neg': 0.041, 'neu': 0.667, 'pos': 0.293, 'compound': 0.9888}",['pop'],2.9,1956,9,171.9,14,4.0,Memories Are Made Of This,7,83.32,125,0.041,0.667,0.293,0.9888,pop,0.611,0.179,-15.977,0.0,0.109,4h0igWYayzteBtSNpWYQ9h,https://api.spotify.com/v1/tracks/4h0igWYayzteBtSNpWYQ9h,138080.0
5,Platters,22,"{'neg': 0.061, 'neu': 0.602, 'pos': 0.338, 'compound': 0.9953000000000001}",[],1.3,1956,12,187.2,12,4.800000000000001,The Great Pretender,12,98.21,161,0.061,0.602,0.338,0.9953000000000001,none,0.582,0.373,-9.476,0.0,0.149,2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/tracks/2FkCjtQ1lYsf71s2FAS8hE,157360.0
6,Pat Boone,16,"{'neg': 0.186, 'neu': 0.779, 'pos': 0.036000000000000004, 'compound': -0.9476}","['country', 'pop']",-0.30000000000000004,1956,13,120.6,6,4.4,I Almost Lost My Mind,6,107.69,111,0.186,0.779,0.036000000000000004,-0.9476,country,0.367,0.0845,-17.017,8.86e-05,0.103,7bJpjO7r5gMsHx1oepanuS,https://api.spotify.com/v1/tracks/7bJpjO7r5gMsHx1oepanuS,158507.0
7,Elvis Presley,19,"{'neg': 0.106, 'neu': 0.636, 'pos': 0.257, 'compound': 0.9671000000000001}","['blues', 'country', 'pop', 'rock']",0.9,1956,14,138.6,13,4.4,"I Want You, I Need You, I Love You",5,99.23,115,0.106,0.636,0.257,0.9671000000000001,blues,0.441,0.33,-11.186,0.0,0.31,60tEaPHRJLnMzbyOPTeh3A,https://api.spotify.com/v1/tracks/60tEaPHRJLnMzbyOPTeh3A,159920.0
8,Elvis Presley,24,"{'neg': 0.0, 'neu': 0.47900000000000004, 'pos': 0.521, 'compound': 0.9985}","['blues', 'country', 'pop', 'rock']",0.5,1956,15,152.1,6,4.0,Love Me Tender,12,100.24,125,0.0,0.47900000000000004,0.521,0.9985,blues,0.239,0.149,-13.131,0.0271,0.116,1bZdOnI0GIcB2xqQqQH7DY,https://api.spotify.com/v1/tracks/1bZdOnI0GIcB2xqQqQH7DY,205227.0
9,Perry Como,20,"{'neg': 0.016, 'neu': 0.84, 'pos': 0.14400000000000002, 'compound': 0.9741000000000001}","['country', 'jazz', 'pop', 'rock', 'swing']",1.7000000000000002,1956,16,218.7,13,5.2,Hot Diggity,6,97.2,175,0.016,0.84,0.14400000000000002,0.9741000000000001,country,0.67,0.623,-9.305,0.0,0.165,1aoamOgih6cHb0TZq9gO9A,https://api.spotify.com/v1/tracks/1aoamOgih6cHb0TZq9gO9A,141960.0
