,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Jim Croce,53,"{'neg': 0.169, 'neu': 0.752, 'pos': 0.08, 'compound': -0.9881000000000001}",['folk'],0.9,1973,2,387.9,34,4.4,Bad Bad Leroy Brown,26,99.23,327,0.169,0.752,0.08,-0.9881000000000001,folk,0.674,0.795,-7.461,0.0,0.0673,14nBn3kUcfhDnGyKRUrVHr,https://api.spotify.com/v1/tracks/14nBn3kUcfhDnGyKRUrVHr,181160.0
1,Roberta Flack,55,"{'neg': 0.262, 'neu': 0.711, 'pos': 0.028, 'compound': -0.9985}","['folk', 'jazz', 'pop', 'soul']",0.5,1973,3,377.1,19,4.0,Killing Me Softly With His Song,38,100.24,323,0.262,0.711,0.028,-0.9985,folk,0.477,0.381,-10.237,0.0,0.0615,3gsCAGsWr6pUm1Vy7CPPob,https://api.spotify.com/v1/tracks/3gsCAGsWr6pUm1Vy7CPPob,286920.0
2,Marvin Gaye,53,"{'neg': 0.03, 'neu': 0.733, 'pos': 0.23700000000000002, 'compound': 0.9976}","['pop', 'hip-hop/rnb', 'soul']",0.9,1973,4,410.4,32,4.4,Let's Get It On,12,99.23,344,0.03,0.733,0.23700000000000002,0.9976,pop,0.55,0.611,-10.657,0.0,0.0631,0jHkgTtTaqg5LNCiYDQPUB,https://api.spotify.com/v1/tracks/0jHkgTtTaqg5LNCiYDQPUB,290960.0
3,Paul McCartney,27,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.999}","['classical/soundtrack', 'folk', 'pop', 'rock']",2.1,1973,5,216.0,10,4.4,My Love,16,90.77,171,0.0,0.533,0.467,0.999,classical/soundtrack,0.419,0.432,-11.235,7.42e-06,0.0691,6W5B2atlbrHdC8vy8c3df8,https://api.spotify.com/v1/tracks/6W5B2atlbrHdC8vy8c3df8,248000.0
4,Kris Kristofferson,21,"{'neg': 0.047, 'neu': 0.723, 'pos': 0.23, 'compound': 0.9873000000000001}",['folk'],0.5,1973,6,203.4,8,5.2,Why Me,10,105.66,180,0.047,0.723,0.23,0.9873000000000001,folk,0.426,0.132,-16.651,0.0,0.262,6uMKkOEkPJRumFvAzo5nr9,https://api.spotify.com/v1/tracks/6uMKkOEkPJRumFvAzo5nr9,206960.0
5,Elton John,51,"{'neg': 0.032, 'neu': 0.926, 'pos': 0.042, 'compound': 0.6447}","['pop', 'rock']",1.3,1973,7,489.6,25,4.800000000000001,Crocodile Rock,38,98.21,406,0.032,0.926,0.042,0.6447,pop,0.298,0.806,-7.274,0.694,0.883,0AjSaEgoksDhsS6NIywm4G,https://api.spotify.com/v1/tracks/0AjSaEgoksDhsS6NIywm4G,210515.0
6,Billy Preston,40,"{'neg': 0.019, 'neu': 0.764, 'pos': 0.217, 'compound': 0.9959}",[],0.5,1973,8,370.8,9,5.2,Will It Go Round In Circles,41,105.66,342,0.019,0.764,0.217,0.9959,none,0.677,0.871,-7.997,3.02e-05,0.405,5YLVhkyMsAuYKOKihHJo21,https://api.spotify.com/v1/tracks/5YLVhkyMsAuYKOKihHJo21,268893.0
7,Carly Simon,52,"{'neg': 0.12, 'neu': 0.785, 'pos': 0.095, 'compound': -0.9253}",['pop'],0.9,1973,9,399.6,23,4.4,You're So Vain,34,99.23,337,0.12,0.785,0.095,-0.9253,pop,,,,,,,,
8,Diana Ross,44,"{'neg': 0.062, 'neu': 0.841, 'pos': 0.098, 'compound': 0.9172}","['disco', 'jazz', 'pop', 'hip-hop/rnb', 'soul']",1.3,1973,10,399.6,25,4.800000000000001,Touch Me In The Morning,8,98.21,335,0.062,0.841,0.098,0.9172,disco,0.355,0.615,-7.21,0.0,0.0477,4sIkDCqNjTubfb5UVs8lEA,https://api.spotify.com/v1/tracks/4sIkDCqNjTubfb5UVs8lEA,207413.0
9,Helen Reddy,28,"{'neg': 0.017, 'neu': 0.9430000000000001, 'pos': 0.04, 'compound': 0.782}",['pop'],2.1,1973,14,315.9,17,5.6,Delta Dawn,21,96.18,262,0.017,0.9430000000000001,0.04,0.782,pop,0.48,0.818,-8.361,0.0,0.365,53RGKUb4zvhHaDCmjgUrIP,https://api.spotify.com/v1/tracks/53RGKUb4zvhHaDCmjgUrIP,190507.0
10,Billy Paul,39,"{'neg': 0.083, 'neu': 0.8320000000000001, 'pos': 0.08600000000000001, 'compound': -0.0165}",['pop'],0.1,1973,15,307.8,17,4.800000000000001,Me And Mrs. Jones,18,106.67,282,0.083,0.8320000000000001,0.08600000000000001,-0.0165,pop,0.296,0.528,-10.011,0.0,0.147,6Ro2z4RtAUew9Kz2HZWZUi,https://api.spotify.com/v1/tracks/6Ro2z4RtAUew9Kz2HZWZUi,284907.0
