,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound
39,Jackie Wilson,46,"{'neg': 0.011, 'neu': 0.748, 'pos': 0.241, 'compound': 0.9974000000000001}",['soul'],1.7000000000000002,1967,53,332.1,23,4.0,(Your Love Keeps Lifting Me) Higher And Higher,21,91.78,260,0.011,0.748,0.241,0.9974000000000001
40,Young Rascals,44,"{'neg': 0.23600000000000002, 'neu': 0.685, 'pos': 0.079, 'compound': -0.9895}",[],1.7000000000000002,1967,54,328.5,18,4.0,I've Been Lonely Too Long,7,91.78,255,0.23600000000000002,0.685,0.079,-0.9895
41,Beatles,30,"{'neg': 0.037, 'neu': 0.876, 'pos': 0.08700000000000001, 'compound': 0.9191}","['pop', 'rock']",2.5,1967,55,297.0,25,4.800000000000001,Penny Lane,14,89.75,234,0.037,0.876,0.08700000000000001,0.9191
42,Temptations,39,"{'neg': 0.04, 'neu': 0.782, 'pos': 0.178, 'compound': 0.9899}","['hip-hop/rnb', 'soul']",3.7,1967,56,371.7,21,4.800000000000001,You're My Everything,15,81.29,274,0.04,0.782,0.178,0.9899
43,Seekers,40,"{'neg': 0.05, 'neu': 0.902, 'pos': 0.048, 'compound': 0.31}",['folk'],1.7000000000000002,1967,57,259.2,20,4.0,Georgy Girl,21,91.78,200,0.05,0.902,0.048,0.31
44,Aretha Franklin,49,"{'neg': 0.016, 'neu': 0.615, 'pos': 0.368, 'compound': 0.9991000000000001}","['jazz', 'pop', 'hip-hop/rnb', 'rock', 'soul']",0.5,1967,59,360.9,21,4.0,Baby I Love You,22,100.24,291,0.016,0.615,0.368,0.9991000000000001
45,Lesley Gore,20,"{'neg': 0.018000000000000002, 'neu': 0.769, 'pos': 0.213, 'compound': 0.9833000000000001}",['pop'],1.3,1967,61,180.9,15,4.800000000000001,California Nights,4,98.21,146,0.018000000000000002,0.769,0.213,0.9833000000000001
46,Young Rascals,30,"{'neg': 0.054, 'neu': 0.743, 'pos': 0.203, 'compound': 0.9847}",[],1.7000000000000002,1967,63,217.8,19,4.0,How Can I Be Sure,11,91.78,174,0.054,0.743,0.203,0.9847
47,Hollies,35,"{'neg': 0.009000000000000001, 'neu': 0.893, 'pos': 0.098, 'compound': 0.9379000000000001}",['pop'],2.1,1967,64,299.7,18,4.4,Carrie Ann,24,90.77,222,0.009000000000000001,0.893,0.098,0.9379000000000001
48,Spencer Davis Group,32,"{'neg': 0.035, 'neu': 0.736, 'pos': 0.229, 'compound': 0.9954000000000001}",[],3.7,1967,68,343.8,20,4.800000000000001,Gimme Some Lovin',16,81.29,247,0.035,0.736,0.229,0.9954000000000001
49,Wilson Pickett,32,"{'neg': 0.14, 'neu': 0.8210000000000001, 'pos': 0.039, 'compound': -0.8548}",['soul'],1.3,1967,73,201.6,22,3.6,Funky Broadway,14,92.8,158,0.14,0.8210000000000001,0.039,-0.8548
50,Monkees,41,"{'neg': 0.045, 'neu': 0.722, 'pos': 0.233, 'compound': 0.9958}","['pop', 'rock']",3.3,1967,74,339.3,27,4.4,Pleasant Valley Sunday,21,82.31,246,0.045,0.722,0.233,0.9958
51,Aretha Franklin,35,"{'neg': 0.218, 'neu': 0.621, 'pos': 0.162, 'compound': -0.9051}","['jazz', 'pop', 'hip-hop/rnb', 'rock', 'soul']",-0.30000000000000004,1967,75,240.3,13,4.4,I Never Loved A Man,7,107.69,220,0.218,0.621,0.162,-0.9051
52,Aaron Neville,22,"{'neg': 0.07100000000000001, 'neu': 0.734, 'pos': 0.195, 'compound': 0.9562}","['country', 'jazz', 'pop', 'soul']",1.3,1967,76,183.6,11,4.800000000000001,Tell It Like It Is,5,98.21,155,0.07100000000000001,0.734,0.195,0.9562
53,James Brown,23,"{'neg': 0.14, 'neu': 0.6920000000000001, 'pos': 0.168, 'compound': 0.6688000000000001}","['hip-hop/rnb', 'soul']",-0.30000000000000004,1967,77,152.1,7,4.4,Cold Sweat,13,107.69,139,0.14,0.6920000000000001,0.168,0.6688000000000001
54,Ray Charles,26,"{'neg': 0.098, 'neu': 0.778, 'pos': 0.124, 'compound': 0.6705}","['blues', 'country', 'jazz', 'pop', 'hip-hop/rnb', 'soul']",1.3,1967,80,146.7,2,3.6,Here We Go Again,15,92.8,114,0.098,0.778,0.124,0.6705
55,Jefferson Airplane,24,"{'neg': 0.066, 'neu': 0.934, 'pos': 0.0, 'compound': -0.836}","['folk', 'rock']",0.5,1967,81,157.5,19,4.0,White Rabbit,4,100.24,130,0.066,0.934,0.0,-0.836
56,Four Tops,41,"{'neg': 0.014, 'neu': 0.8170000000000001, 'pos': 0.169, 'compound': 0.9939}",['soul'],2.5,1967,82,387.0,26,4.800000000000001,Bernadette,13,89.75,300,0.014,0.8170000000000001,0.169,0.9939
57,Sonny and Cher,24,"{'neg': 0.053, 'neu': 0.933, 'pos': 0.014, 'compound': -0.8316}",['pop'],0.5,1967,83,216.0,18,5.2,The Beat Goes On,12,105.66,197,0.053,0.933,0.014,-0.8316
58,Janis Ian,30,"{'neg': 0.042, 'neu': 0.929, 'pos': 0.029, 'compound': 0.0716}",['folk'],1.3,1967,85,269.1,29,4.800000000000001,Society's Child,6,98.21,216,0.042,0.929,0.029,0.0716
59,Neil Diamond,29,"{'neg': 0.054, 'neu': 0.772, 'pos': 0.17400000000000002, 'compound': 0.9666}","['pop', 'rock']",-0.30000000000000004,1967,86,205.2,6,4.4,"Girl, You'll Be A Woman Soon",12,107.69,185,0.054,0.772,0.17400000000000002,0.9666
60,Marvin Gaye and Tammi Terrell,46,"{'neg': 0.034, 'neu': 0.733, 'pos': 0.233, 'compound': 0.99}","['pop', 'hip-hop/rnb', 'soul']",0.5,1967,87,300.6,19,4.0,Ain't No Mountain High Enough,21,100.24,246,0.034,0.733,0.233,0.99
61,Tremeloes,16,"{'neg': 0.088, 'neu': 0.8310000000000001, 'pos': 0.081, 'compound': -0.39530000000000004}",[],3.3,1967,89,137.7,14,4.4,Here Comes My Baby,3,82.31,101,0.088,0.8310000000000001,0.081,-0.39530000000000004
62,"Peter, Paul and Mary",22,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.14100000000000001, 'compound': 0.9761000000000001}",['folk'],0.5,1967,91,204.3,21,5.2,I Dig Rock And Roll Music,3,105.66,180,0.0,0.859,0.14100000000000001,0.9761000000000001
63,Electric Prunes,22,"{'neg': 0.038, 'neu': 0.761, 'pos': 0.2, 'compound': 0.9729000000000001}",[],0.9,1967,93,173.7,10,4.4,I Had Too Much To Dream Last Night,7,99.23,151,0.038,0.761,0.2,0.9729000000000001
64,Monkees,38,"{'neg': 0.027, 'neu': 0.8210000000000001, 'pos': 0.152, 'compound': 0.9811000000000001}","['pop', 'rock']",0.5,1967,94,261.0,11,4.0,Daydream Believer,29,100.24,220,0.027,0.8210000000000001,0.152,0.9811000000000001
65,Johnny Rivers,39,"{'neg': 0.075, 'neu': 0.869, 'pos': 0.056, 'compound': -0.6233000000000001}",[],1.7000000000000002,1967,95,276.3,25,4.0,Baby I Need Your Lovin',23,91.78,217,0.075,0.869,0.056,-0.6233000000000001
66,Tommy James and The Shondells,35,"{'neg': 0.026000000000000002, 'neu': 0.851, 'pos': 0.123, 'compound': 0.9704}",[],2.1,1967,97,297.0,17,4.4,Mirage,12,90.77,236,0.026000000000000002,0.851,0.123,0.9704
67,Tom Jones,24,"{'neg': 0.015, 'neu': 0.8270000000000001, 'pos': 0.158, 'compound': 0.9803000000000001}",[],0.5,1967,98,214.2,15,5.2,"Green, Green Grass Of Home",6,105.66,195,0.015,0.8270000000000001,0.158,0.9803000000000001
68,Petula Clark,38,"{'neg': 0.14, 'neu': 0.801, 'pos': 0.058, 'compound': -0.9423}",[],1.7000000000000002,1967,99,272.7,22,4.0,Don't Sleep In The Subway,22,91.78,214,0.14,0.801,0.058,-0.9423
69,Neil Diamond,25,"{'neg': 0.053, 'neu': 0.771, 'pos': 0.176, 'compound': 0.9618000000000001}","['pop', 'rock']",0.9,1967,100,191.7,16,4.4,Thank The Lord For The Night Time,12,99.23,161,0.053,0.771,0.176,0.9618000000000001
