,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Cher,57,"{'neg': 0.11900000000000001, 'neu': 0.5630000000000001, 'pos': 0.318, 'compound': 0.999}","['electronic/dance', 'disco', 'folk', 'pop', 'hip-hop/rnb', 'rock']",3.3,1999,1,540.9,14,4.4,Believe,36,82.31,387,0.11900000000000001,0.5630000000000001,0.318,0.999,electronic/dance,0.652,0.917,-6.72,0.0,0.0509,2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,239027.0
1,Whitney Houston,69,"{'neg': 0.137, 'neu': 0.8170000000000001, 'pos': 0.046, 'compound': -0.9941000000000001}",['pop'],0.1,1999,4,557.1,14,4.800000000000001,Heartbreak Hotel,48,106.67,491,0.137,0.8170000000000001,0.046,-0.9941000000000001,pop,0.724,0.535,-7.616,0.0,0.0314,4J9u7UsXH7F6sFI32KnYuP,https://api.spotify.com/v1/tracks/4J9u7UsXH7F6sFI32KnYuP,281493.0
2,Britney Spears,39,"{'neg': 0.126, 'neu': 0.812, 'pos': 0.062, 'compound': -0.9792000000000001}","['electronic/dance', 'pop']",2.9,1999,5,391.5,17,5.2,...Baby One More Time,25,88.74,313,0.126,0.812,0.062,-0.9792000000000001,electronic/dance,0.759,0.699,-5.745,0.000131,0.443,3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,211067.0
3,Sixpence None The Richer,27,"{'neg': 0.038, 'neu': 0.728, 'pos': 0.234, 'compound': 0.9891000000000001}","['pop', 'rock']",0.9,1999,6,198.0,15,4.4,Kiss Me,15,99.23,167,0.038,0.728,0.234,0.9891000000000001,pop,0.526,0.749,-6.964,1.76e-06,0.0692,754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/tracks/754kgU5rWscRTfvlsuEwFp,208680.0
4,Christina Aguilera,64,"{'neg': 0.024, 'neu': 0.866, 'pos': 0.111, 'compound': 0.9888}","['pop', 'rock']",0.9,1999,7,534.6,28,4.4,Genie In A Bottle,54,99.23,437,0.024,0.866,0.111,0.9888,pop,0.627,0.8,-6.945,0.000123,0.137,11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/tracks/11mwFrKvLXCbcVGNxffGyP,217573.0
5,Sugar Ray,47,"{'neg': 0.043000000000000003, 'neu': 0.9410000000000001, 'pos': 0.016, 'compound': -0.8138000000000001}",[],2.1,1999,8,424.8,29,4.4,Every Morning,32,90.77,327,0.043000000000000003,0.9410000000000001,0.016,-0.8138000000000001,none,0.833,0.679,-4.496,0.00258,0.0769,2ouURa1AIXp3AvkS52Jry5,https://api.spotify.com/v1/tracks/2ouURa1AIXp3AvkS52Jry5,219867.0
6,Ricky Martin,69,"{'neg': 0.082, 'neu': 0.869, 'pos': 0.049, 'compound': -0.936}",[],1.7000000000000002,1999,10,492.3,27,4.0,Livin' La Vida Loca,52,91.78,376,0.082,0.869,0.049,-0.936,none,0.425,0.954,-3.756,0.0,0.0555,0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,243160.0
7,702,47,"{'neg': 0.124, 'neu': 0.811, 'pos': 0.066, 'compound': -0.9439000000000001}",[],-0.7000000000000001,1999,11,286.2,12,4.0,Where My Girls At?,30,108.7,250,0.124,0.811,0.066,-0.9439000000000001,none,0.704,0.725,-7.435,0.0163,0.194,4VSyH8AkIt3kaR5xIPFVVi,https://api.spotify.com/v1/tracks/4VSyH8AkIt3kaR5xIPFVVi,166693.0
8,Jennifer Lopez,76,"{'neg': 0.016, 'neu': 0.728, 'pos': 0.257, 'compound': 0.9989}","['electronic/dance', 'pop']",-0.7000000000000001,1999,12,468.0,10,4.0,If You Had My Love,44,108.7,433,0.016,0.728,0.257,0.9989,electronic/dance,0.68,0.625,-7.0,5.81e-05,0.109,3x4yV0hW5Ve3TKhFkXSqFn,https://api.spotify.com/v1/tracks/3x4yV0hW5Ve3TKhFkXSqFn,266000.0
9,Goo Goo Dolls,45,"{'neg': 0.027, 'neu': 0.927, 'pos': 0.045, 'compound': 0.558}",[],0.9,1999,13,370.8,15,4.4,Slide,29,99.23,302,0.027,0.927,0.045,0.558,none,0.395,0.843,-4.476,0.0,0.0404,0nnwn7LWHCAu09jfuH1xTA,https://api.spotify.com/v1/tracks/0nnwn7LWHCAu09jfuH1xTA,212067.0
10,Brandy,39,"{'neg': 0.069, 'neu': 0.843, 'pos': 0.088, 'compound': 0.8663000000000001}","['pop', 'hip-hop/rnb']",3.7,1999,14,510.3,19,6.0,Have You Ever?,23,86.71,407,0.069,0.843,0.088,0.8663000000000001,pop,0.698,0.533,-6.246,0.0,0.333,6tBD4yjOf9P8rWwUlXdJFm,https://api.spotify.com/v1/tracks/6tBD4yjOf9P8rWwUlXdJFm,273440.0
11,Backstreet Boys,54,"{'neg': 0.045, 'neu': 0.787, 'pos': 0.168, 'compound': 0.97}",['pop'],0.1,1999,15,306.0,10,3.6,I Want It That Way,37,101.26,264,0.045,0.787,0.168,0.97,pop,0.689,0.702,-5.642,0.0,0.159,6e40mgJiCid5HRAGrbpGA6,https://api.spotify.com/v1/tracks/6e40mgJiCid5HRAGrbpGA6,213600.0
12,R. Kelly,60,"{'neg': 0.099, 'neu': 0.8210000000000001, 'pos': 0.08, 'compound': -0.8957}","['hip-hop/rnb', 'pop', 'hip-hop/rnb', 'soul']",0.1,1999,16,508.5,13,4.800000000000001,I'm Your Angel,39,106.67,466,0.099,0.8210000000000001,0.08,-0.8957,hip-hop/rnb,,,,,,,,
13,Smash Mouth,64,"{'neg': 0.046, 'neu': 0.848, 'pos': 0.106, 'compound': 0.9753000000000001}",[],0.1,1999,17,497.7,29,4.800000000000001,All Star,35,106.67,451,0.046,0.848,0.106,0.9753000000000001,none,0.731,0.867,-5.881,0.0,0.0861,3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,200373.0
14,Sarah McLachlan,40,"{'neg': 0.11800000000000001, 'neu': 0.753, 'pos': 0.129, 'compound': 0.4193}",['pop'],1.7000000000000002,1999,18,288.9,24,4.0,Angel,12,91.78,228,0.11800000000000001,0.753,0.129,0.4193,pop,0.532,0.0744,-16.092,1.22e-05,0.106,3xZMPZQYETEn4hjor3TR1A,https://api.spotify.com/v1/tracks/3xZMPZQYETEn4hjor3TR1A,270400.0
15,Destiny's Child,86,"{'neg': 0.078, 'neu': 0.873, 'pos': 0.049, 'compound': -0.504}","['pop', 'hip-hop/rnb']",0.9,1999,21,693.9,35,4.4,"Bills, Bills, Bills",76,99.23,573,0.078,0.873,0.049,-0.504,pop,0.845,0.576,-5.15,0.0,0.0764,1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/tracks/1Oi2zpmL81Q0yScF1zxaC0,256027.0
16,Eagle-Eye Cherry,41,"{'neg': 0.094, 'neu': 0.6960000000000001, 'pos': 0.21, 'compound': 0.9898}",[],2.1,1999,22,363.6,12,4.4,Save Tonight,30,90.77,278,0.094,0.6960000000000001,0.21,0.9898,none,0.547,0.693,-8.786,5.46e-05,0.113,1t2Hq2WIBcZINOEnK6mdJG,https://api.spotify.com/v1/tracks/1t2Hq2WIBcZINOEnK6mdJG,239227.0
17,Pearl Jam,35,"{'neg': 0.069, 'neu': 0.784, 'pos': 0.147, 'compound': 0.9721000000000001}",['rock'],1.3,1999,23,320.4,29,4.800000000000001,Last Kiss,16,98.21,269,0.069,0.784,0.147,0.9721000000000001,rock,0.622,0.692,-6.97,0.000158,0.193,0QnONzv3TvHAWk294h6DaQ,https://api.spotify.com/v1/tracks/0QnONzv3TvHAWk294h6DaQ,195467.0
18,Maxwell,40,"{'neg': 0.017, 'neu': 0.6980000000000001, 'pos': 0.28500000000000003, 'compound': 0.9977}",[],0.9,1999,24,316.8,13,4.4,Fortunate,22,99.23,267,0.017,0.6980000000000001,0.28500000000000003,0.9977,none,0.738,0.357,-9.081,1.51e-06,0.26,0atAqF01mqwYOOfXVHu51F,https://api.spotify.com/v1/tracks/0atAqF01mqwYOOfXVHu51F,299200.0
19,Backstreet Boys,54,"{'neg': 0.034, 'neu': 0.711, 'pos': 0.255, 'compound': 0.9991000000000001}",['pop'],0.5,1999,25,501.3,15,5.2,All I Have To Give,21,105.66,448,0.034,0.711,0.255,0.9991000000000001,pop,0.731,0.574,-7.114,0.0,0.0675,3hlhefxgyp4MDnN6C2dQ5H,https://api.spotify.com/v1/tracks/3hlhefxgyp4MDnN6C2dQ5H,276573.0
20,Enrique Iglesias,37,"{'neg': 0.033, 'neu': 0.798, 'pos': 0.168, 'compound': 0.9892000000000001}","['electronic/dance', 'pop']",4.5,1999,26,327.6,27,4.4,Bailamos,37,73.85,222,0.033,0.798,0.168,0.9892000000000001,electronic/dance,0.627,0.888,-4.523,0.00237,0.136,2bbeNsFmjZqdoDhjLsKNWe,https://api.spotify.com/v1/tracks/2bbeNsFmjZqdoDhjLsKNWe,214067.0
