,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound
0,Perry Como,34,"{'neg': 0.149, 'neu': 0.685, 'pos': 0.166, 'compound': 0.5852}","['country', 'jazz', 'pop', 'rock', 'swing']",1.3,1954,2,180.0,15,3.6,Wanted,28,92.8,139,0.149,0.685,0.166,0.5852
1,Rosemary Clooney,28,"{'neg': 0.037, 'neu': 0.763, 'pos': 0.2, 'compound': 0.9878}","['jazz', 'pop']",-0.30000000000000004,1954,3,221.4,10,4.4,Hey There,10,107.69,195,0.037,0.763,0.2,0.9878
2,Doris Day,16,"{'neg': 0.052000000000000005, 'neu': 0.6980000000000001, 'pos': 0.25, 'compound': 0.9815}",['pop'],2.1,1954,9,131.4,10,4.4,Secret Love,6,90.77,105,0.052000000000000005,0.6980000000000001,0.25,0.9815
3,Frank Sinatra,34,"{'neg': 0.007, 'neu': 0.787, 'pos': 0.20600000000000002, 'compound': 0.9903000000000001}","['jazz', 'pop', 'swing']",-0.7000000000000001,1954,11,198.0,11,4.0,Young At Heart,15,108.7,173,0.007,0.787,0.20600000000000002,0.9903000000000001
4,Rosemary Clooney,49,"{'neg': 0.11, 'neu': 0.8310000000000001, 'pos': 0.059000000000000004, 'compound': -0.9}","['jazz', 'pop']",2.1,1954,12,414.0,25,4.4,This Ole House,27,90.77,322,0.11,0.8310000000000001,0.059000000000000004,-0.9
5,Patti Page,27,"{'neg': 0.11900000000000001, 'neu': 0.743, 'pos': 0.137, 'compound': 0.8836}","['country', 'pop']",3.3,1954,14,327.6,17,5.6,Cross Over The Bridge,17,87.72,253,0.11900000000000001,0.743,0.137,0.8836
6,Dean Martin,24,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.9902000000000001}",['pop'],4.1,1954,16,293.4,21,5.2,That's Amore,20,80.28,215,0.0,0.811,0.189,0.9902000000000001
7,Nat King Cole,25,"{'neg': 0.089, 'neu': 0.619, 'pos': 0.292, 'compound': 0.9919}","['jazz', 'pop', 'swing']",0.9,1954,18,190.8,9,4.4,Answer Me My Love,11,99.23,158,0.089,0.619,0.292,0.9919
8,Tony Bennett,23,"{'neg': 0.117, 'neu': 0.62, 'pos': 0.262, 'compound': 0.9681000000000001}","['jazz', 'pop']",1.3,1954,19,146.7,15,3.6,Stranger In Paradise,0,92.8,110,0.117,0.62,0.262,0.9681000000000001
9,Doris Day,22,"{'neg': 0.04, 'neu': 0.717, 'pos': 0.243, 'compound': 0.9856}",['pop'],0.1,1954,20,174.6,3,4.800000000000001,If I Give My Heart To You,11,106.67,156,0.04,0.717,0.243,0.9856
10,Patti Page,14,"{'neg': 0.018000000000000002, 'neu': 0.926, 'pos': 0.056, 'compound': 0.7213}","['country', 'pop']",3.3,1954,24,166.5,12,5.6,Changing Partners,4,87.72,130,0.018000000000000002,0.926,0.056,0.7213
11,Perry Como,42,"{'neg': 0.005, 'neu': 0.603, 'pos': 0.391, 'compound': 0.9991000000000001}","['country', 'jazz', 'pop', 'rock', 'swing']",2.9,1954,25,300.6,22,4.0,Papa Loves Mambo,32,83.32,222,0.005,0.603,0.391,0.9991000000000001
12,Bill Haley and His Comets,22,"{'neg': 0.125, 'neu': 0.767, 'pos': 0.109, 'compound': -0.44870000000000004}","['country', 'rock']",0.5,1954,26,136.8,10,4.0,"Shake, Rattle And Roll",7,100.24,114,0.125,0.767,0.109,-0.44870000000000004
13,Tony Bennett,22,"{'neg': 0.023, 'neu': 0.8280000000000001, 'pos': 0.149, 'compound': 0.9685}","['jazz', 'pop']",1.3,1954,27,191.7,10,4.800000000000001,Rags To Riches,12,98.21,160,0.023,0.8280000000000001,0.149,0.9685
