,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Three Dog Night,50,"{'neg': 0.021, 'neu': 0.626, 'pos': 0.352, 'compound': 0.9992000000000001}",[],-1.4,1971,1,306.9,10,4.4,Joy To The World,39,116.15,305,0.021,0.626,0.352,0.9992000000000001,none,0.649,0.679,-12.515,0.00121,0.339,2ymeOsYijJz09LfKw3yM2x,https://api.spotify.com/v1/tracks/2ymeOsYijJz09LfKw3yM2x,220573.0
1,Osmonds,57,"{'neg': 0.191, 'neu': 0.671, 'pos': 0.138, 'compound': -0.9515}",[],0.5,1971,4,395.1,18,4.0,One Bad Apple,34,100.24,323,0.191,0.671,0.138,-0.9515,none,0.6,0.567,-7.163,0.0,0.213,50UoJUrslRVqG0cg6uboyn,https://api.spotify.com/v1/tracks/50UoJUrslRVqG0cg6uboyn,164973.0
2,Bee Gees,31,"{'neg': 0.20700000000000002, 'neu': 0.715, 'pos': 0.078, 'compound': -0.9835}","['electronic/dance', 'disco', 'pop']",0.9,1971,5,246.6,19,4.4,How Can You Mend A Broken Heart,16,99.23,202,0.20700000000000002,0.715,0.078,-0.9835,electronic/dance,0.335,0.262,-13.832,0.0,0.0971,1jy0RbDHyBMTupSdc98XbG,https://api.spotify.com/v1/tracks/1jy0RbDHyBMTupSdc98XbG,237827.0
3,Donny Osmond,26,"{'neg': 0.077, 'neu': 0.8320000000000001, 'pos': 0.091, 'compound': 0.5727}",[],2.1,1971,7,223.2,8,4.4,Go Away Little Girl,11,90.77,175,0.077,0.8320000000000001,0.091,0.5727,none,0.302,0.521,-5.391,4.74e-06,0.123,6SvOdNsEfi7EDB0oFtH3YG,https://api.spotify.com/v1/tracks/6SvOdNsEfi7EDB0oFtH3YG,150600.0
4,John Denver,26,"{'neg': 0.0, 'neu': 0.9580000000000001, 'pos': 0.042, 'compound': 0.7357}","['country', 'folk', 'pop', 'rock']",3.3,1971,8,248.4,31,4.4,"Take Me Home, Country Roads",15,82.31,177,0.0,0.9580000000000001,0.042,0.7357,country,0.255,0.43,-12.564,1.87e-05,0.188,39q7xibBdRboeMKUbZEB6g,https://api.spotify.com/v1/tracks/39q7xibBdRboeMKUbZEB6g,197813.0
5,Temptations,33,"{'neg': 0.01, 'neu': 0.848, 'pos': 0.14200000000000002, 'compound': 0.9737}","['hip-hop/rnb', 'soul']",2.5,1971,9,297.0,18,4.800000000000001,Just My Imagination,13,89.75,235,0.01,0.848,0.14200000000000002,0.9737,hip-hop/rnb,0.425,0.242,-15.424,0.0118,0.195,39Bd345OWEhRNyfayhp9gv,https://api.spotify.com/v1/tracks/39Bd345OWEhRNyfayhp9gv,228160.0
6,Dawn,33,"{'neg': 0.032, 'neu': 0.812, 'pos': 0.156, 'compound': 0.9864}",[],1.3,1971,10,287.1,12,4.800000000000001,Knock Three Times,15,98.21,247,0.032,0.812,0.156,0.9864,none,0.777,0.581,-10.129,0.0,0.11,6gvfXd7pEUSPuNEMWwOJUH,https://api.spotify.com/v1/tracks/6gvfXd7pEUSPuNEMWwOJUH,180360.0
7,Janis Joplin,43,"{'neg': 0.026000000000000002, 'neu': 0.8190000000000001, 'pos': 0.156, 'compound': 0.9942000000000001}","['folk', 'rock']",2.1,1971,11,472.5,43,5.6,Me And Bobby McGee,12,96.18,402,0.026000000000000002,0.8190000000000001,0.156,0.9942000000000001,folk,0.453,0.464,-10.96,5.96e-05,0.152,1IqFh00G2kvvMm8pRMpehA,https://api.spotify.com/v1/tracks/1IqFh00G2kvvMm8pRMpehA,271333.0
8,Al Green,37,"{'neg': 0.164, 'neu': 0.686, 'pos': 0.15, 'compound': 0.1723}",['soul'],0.9,1971,12,298.8,23,4.4,Tired Of Being Alone,12,99.23,254,0.164,0.686,0.15,0.1723,soul,0.772,0.397,-8.585,0.00541,0.0753,10vkYRKw6Jjr7try1ir50G,https://api.spotify.com/v1/tracks/10vkYRKw6Jjr7try1ir50G,172320.0
9,Undisputed Truth,25,"{'neg': 0.192, 'neu': 0.545, 'pos': 0.264, 'compound': 0.9802000000000001}",[],2.9,1971,14,293.4,26,5.2,Smiling Faces Sometimes,10,88.74,220,0.192,0.545,0.264,0.9802000000000001,none,0.551,0.461,-11.778,2.39e-06,0.0541,5Vdg4tP25ffeGEC5GGmCwm,https://api.spotify.com/v1/tracks/5Vdg4tP25ffeGEC5GGmCwm,198547.0
