,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound
0,Mariah Carey,68,"{'neg': 0.127, 'neu': 0.8180000000000001, 'pos': 0.055, 'compound': -0.9839}","['pop', 'hip-hop/rnb']",0.9,2005,1,533.7,36,4.4,We Belong Together,23,99.23,435,0.127,0.8180000000000001,0.055,-0.9839
1,Gwen Stefani,71,"{'neg': 0.257, 'neu': 0.636, 'pos': 0.107, 'compound': -0.9987}","['pop', 'hip-hop/rnb', 'rock']",0.9,2005,2,567.9,23,4.4,Hollaback Girl,67,99.23,476,0.257,0.636,0.107,-0.9987
2,Kelly Clarkson,49,"{'neg': 0.02, 'neu': 0.735, 'pos': 0.245, 'compound': 0.9963000000000001}","['pop', 'rock']",-0.7000000000000001,2005,4,307.8,9,4.0,Since U Been Gone,27,108.7,280,0.02,0.735,0.245,0.9963000000000001
3,Ciara,51,"{'neg': 0.046, 'neu': 0.8140000000000001, 'pos': 0.14, 'compound': 0.994}","['electronic/dance', 'pop']",2.1,2005,5,584.1,40,5.6,"1, 2 Step",24,96.18,475,0.046,0.8140000000000001,0.14,0.994
4,Kanye West,91,"{'neg': 0.084, 'neu': 0.807, 'pos': 0.109, 'compound': 0.9613}","['hip-hop/rnb', 'religious']",0.5,2005,6,857.7,58,5.2,Gold Digger,53,105.66,766,0.084,0.807,0.109,0.9613
5,Green Day,45,"{'neg': 0.196, 'neu': 0.73, 'pos': 0.074, 'compound': -0.9786}","['pop', 'rock']",1.7000000000000002,2005,7,346.5,17,4.0,Boulevard Of Broken Dreams,31,91.78,257,0.196,0.73,0.074,-0.9786
6,50 Cent,68,"{'neg': 0.024, 'neu': 0.882, 'pos': 0.094, 'compound': 0.986}",['hip-hop/rnb'],0.5,2005,8,647.1,44,5.2,Candy Shop,41,105.66,583,0.024,0.882,0.094,0.986
7,Pussycat Dolls,66,"{'neg': 0.106, 'neu': 0.716, 'pos': 0.178, 'compound': 0.9922000000000001}",['pop'],1.7000000000000002,2005,9,636.3,51,5.2,Don't Cha,46,97.2,548,0.106,0.716,0.178,0.9922000000000001
8,Kelly Clarkson,40,"{'neg': 0.222, 'neu': 0.6880000000000001, 'pos': 0.089, 'compound': -0.9943000000000001}","['pop', 'rock']",2.5,2005,10,352.8,21,4.800000000000001,Behind These Hazel Eyes,24,89.75,280,0.222,0.6880000000000001,0.089,-0.9943000000000001
9,50 Cent,44,"{'neg': 0.121, 'neu': 0.8220000000000001, 'pos': 0.058, 'compound': -0.9825}",['hip-hop/rnb'],2.1,2005,11,464.4,50,5.6,Disco Inferno,13,96.18,400,0.121,0.8220000000000001,0.058,-0.9825
