,artist,num_lines,sentiment,tags,f_k_grade,year,pos,num_syllables,difficult_words,fog_index,title,num_dupes,flesch_index,num_words,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,genre,danceability,energy,loudness,instrumentalness,liveness,spotify_id,spotify_url,duration_ms
0,Coolio,63,"{'neg': 0.095, 'neu': 0.738, 'pos': 0.167, 'compound': 0.9935}",[],1.3,1995,1,610.2,49,4.800000000000001,Gangsta's Paradise,35,98.21,489,0.095,0.738,0.167,0.9935,none,0.647,0.514,-10.05,0.0,0.398,7lQWRAjyhTpCWFC0jmclT4,https://api.spotify.com/v1/tracks/7lQWRAjyhTpCWFC0jmclT4,240693.0
1,Boyz II Men,63,"{'neg': 0.066, 'neu': 0.712, 'pos': 0.222, 'compound': 0.9976}","['pop', 'soul']",0.9,1995,5,507.6,24,4.4,On Bended Knee,32,99.23,434,0.066,0.712,0.222,0.9976,pop,0.631,0.516,-8.225,0.0,0.115,7MYmo0JJJDmu4MZTSAF9y3,https://api.spotify.com/v1/tracks/7MYmo0JJJDmu4MZTSAF9y3,329800.0
2,Mariah Carey,48,"{'neg': 0.011, 'neu': 0.741, 'pos': 0.248, 'compound': 0.9956}","['pop', 'hip-hop/rnb']",0.5,1995,7,297.9,18,4.0,Fantasy,26,100.24,247,0.011,0.741,0.248,0.9956,pop,0.671,0.727,-7.585,0.0,0.123,6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,243493.0
3,Madonna,46,"{'neg': 0.059000000000000004, 'neu': 0.6940000000000001, 'pos': 0.248, 'compound': 0.9986}","['electronic/dance', 'electronic/dance', 'pop']",1.3,1995,8,441.0,25,4.800000000000001,Take A Bow,25,98.21,367,0.059000000000000004,0.6940000000000001,0.248,0.9986,electronic/dance,0.549,0.408,-7.698,0.0,0.0764,7izFzcBTx3DVXFeFYDeZKB,https://api.spotify.com/v1/tracks/7izFzcBTx3DVXFeFYDeZKB,320467.0
4,Montell Jordan,68,"{'neg': 0.003, 'neu': 0.932, 'pos': 0.065, 'compound': 0.9884000000000001}",[],0.9,1995,10,699.3,37,5.6,This Is How We Do It,23,104.64,643,0.003,0.932,0.065,0.9884000000000001,none,0.799,0.623,-9.374,0.0,0.43,6uQKuonTU8VKBz5SHZuQXD,https://api.spotify.com/v1/tracks/6uQKuonTU8VKBz5SHZuQXD,238800.0
5,Boyz II Men,29,"{'neg': 0.137, 'neu': 0.8140000000000001, 'pos': 0.049, 'compound': -0.9548000000000001}","['pop', 'soul']",1.3,1995,12,251.1,11,4.800000000000001,Water Runs Dry,15,98.21,216,0.137,0.8140000000000001,0.049,-0.9548000000000001,pop,0.589,0.368,-12.979,0.0,0.108,7yhmvQh1JOzbNiNFQo4Tfc,https://api.spotify.com/v1/tracks/7yhmvQh1JOzbNiNFQo4Tfc,201400.0
6,Adina Howard,48,"{'neg': 0.093, 'neu': 0.8310000000000001, 'pos': 0.076, 'compound': -0.7797000000000001}",[],-0.30000000000000004,1995,13,365.4,18,4.4,Freak Like Me,21,107.69,330,0.093,0.8310000000000001,0.076,-0.7797000000000001,none,0.655,0.837,-6.04,5.85e-06,0.0454,6Vas6h9lB5mmeVDXdFqlQA,https://api.spotify.com/v1/tracks/6Vas6h9lB5mmeVDXdFqlQA,253613.0
7,Blues Traveler,58,"{'neg': 0.074, 'neu': 0.771, 'pos': 0.155, 'compound': 0.987}",['rock'],1.7000000000000002,1995,14,565.2,37,5.2,Run-Around,24,97.2,486,0.074,0.771,0.155,0.987,rock,0.629,0.867,-7.307,0.0,0.126,500Tkm3vJmVtdUwdCVxCTb,https://api.spotify.com/v1/tracks/500Tkm3vJmVtdUwdCVxCTb,279800.0
8,Bryan Adams,43,"{'neg': 0.016, 'neu': 0.731, 'pos': 0.253, 'compound': 0.9984000000000001}",['rock'],2.5,1995,16,412.2,19,4.800000000000001,Have You Ever Really Loved A Woman?,22,89.75,326,0.016,0.731,0.253,0.9984000000000001,rock,0.57,0.478,-10.185,1.33e-05,0.0931,32Gf5A7Hr8RdgggXG0Fdks,https://api.spotify.com/v1/tracks/32Gf5A7Hr8RdgggXG0Fdks,291667.0
9,Bon Jovi,50,"{'neg': 0.16, 'neu': 0.765, 'pos': 0.074, 'compound': -0.9917}",['rock'],1.3,1995,17,424.8,25,4.800000000000001,Always,15,98.21,369,0.16,0.765,0.074,-0.9917,rock,0.383,0.659,-5.558,0.0,0.0778,2RChe0r2cMoyOvuKobZy44,https://api.spotify.com/v1/tracks/2RChe0r2cMoyOvuKobZy44,353027.0
